Ano;Sigla;IGC (Contínuo);IGC (Faixa)
2021;UFCAT;3236517674;4
2021;UFCAT;2960656557;4
2021;UFCAT;313265412;4
2021;UFCAT;3222894241;4
2021;UFCAT;3846247682;4
2021;UFCAT;2923411951;3
2021;UFCAT;4058092028;5
2021;UFCAT;3506472556;4
2021;UFCAT;405079264;5
2021;UFCAT;2856866334;3
2021;UFCAT;3549260646;4
2021;UFCAT;4302484121;5
2021;UFCAT;3491957869;4
2021;UFCAT;2988914465;4
2021;UFCAT;3307692363;4
2021;UFCAT;2863039275;3
2021;UFCAT;2927776053;3
2021;UFCAT;2997071468;4
2021;UFCAT;3553983939;4
2021;UFCAT;3102641944;4
2021;UFCAT;2835568588;3
2021;UFCAT;3512507192;4
2021;UFCAT;3273782929;4
2021;UFCAT;3883235013;4
2021;UFCAT;3729463207;4
2021;UFCAT;2430536858;3
2021;UFCAT;4081073545;5
2021;UFCAT;334620836;4
2021;UFCAT;3708137018;4
2021;UFCAT;2339542225;3
2021;UFCAT;3573005406;4
2021;UFCAT;2661805133;3
2021;UFCAT;2641762914;3
2021;UFCAT;2887219177;3
2021;UFCAT;3292811579;4
2021;UFCAT;2328300919;3
2021;UFCAT;3291531494;4
2021;UFCAT;2837679013;3
2021;UFCAT;3027673073;4
2021;UFCAT;3509478483;4
2021;UFCAT;2245888744;3
2021;UFCAT;4165353459;5
2021;UFCAT;2825584097;3
2021;UFCAT;3335696579;4
2021;UFCAT;3189843941;4
2021;UFCAT;356986275;4
2021;UFCAT;3490974306;4
2021;UFCAT;3441288643;4
2021;UFCAT;3234727942;4
2021;UFCAT;2622672816;3
2021;UFCAT;293390235;3
2021;UFCAT;3324683138;4
2021;UFCAT;2849209604;3
2021;UFCAT;3266043925;4
2021;UFCAT;3941658713;4
2021;UFCAT;4300489861;5
2021;UFCAT;3390293399;4
2021;UFCAT;2890119389;3
2021;UFCAT;3508512042;4
2021;UFCAT;2695885804;3
2021;UFCAT;3042680337;4
2021;UFCAT;3612885813;4
2021;UFCG;2849506487;3
2021;UFCG;3234727942;4
2021;UFCG;3373048788;4
2021;UFCG;293390235;3
2021;UFCG;3708137018;4
2021;UFCG;3048186625;4
2021;UFCG;405079264;5
2021;UFCG;2622672816;3
2021;UFCG;2835568588;3
2021;UFCG;306536013;4
2021;UFCG;3017890085;4
2021;UFCG;3549260646;4
2021;UFCG;2837679013;3
2021;UFCG;2856866334;3
2021;UFCG;2492294448;3
2021;UFCG;3441288643;4
2021;UFCG;4302484121;5
2021;UFCG;3102641944;4
2021;UFCG;3335696579;4
2021;UFCG;3491957869;4
2021;UFCG;3906819271;4
2021;UFCG;414065135;5
2021;UFCG;3126550894;4
2021;UFCG;2845015305;3
2021;UFCG;3846247682;4
2021;UFCG;3390293399;4
2021;UFCG;3266043925;4
2021;UFCG;335249821;4
2021;UFCG;2850843609;3
2021;UFCG;3512451573;4
2021;UFCG;2688384493;3
2021;UFCG;2997071468;4
2021;UFCG;3051728893;4
2021;UFCG;2339542225;3
2021;UFCG;2960656557;4
2021;UFCG;3324683138;4
2021;UFCG;3377704888;4
2021;UFCG;3553983939;4
2021;UFCG;3722787753;4
2021;UFCG;4076238557;5
2021;UFCG;3509478483;4
2021;UFCG;3307692363;4
2021;UFCG;3027673073;4
2021;UFCG;2927776053;3
2021;UFCG;3278240164;4
2021;UFCG;2965590173;4
2021;UFCG;2641762914;3
2021;UFCG;3042680337;4
2021;UFCG;2210827218;3
2021;UFCG;2863039275;3
2021;UFCG;2988914465;4
2021;UFCG;3114109;4
2021;UFCG;3612885813;4
2021;UFCG;2890119389;3
2021;UFCG;3883235013;4
2021;UFCG;2825584097;3
2021;UFCG;3236517674;4
2021;UFCG;3225937454;4
2021;UFCG;3729463207;4
2021;UFCG;2661805133;3
2021;UFCG;2403153013;3
2021;UFCG;3490974306;4
2021;UFCG;4081073545;5
2021;UFCG;3620471285;4
2021;UFCG;2923411951;3
2021;UFCG;3324348627;4
2021;UFCG;4165353459;5
2021;UFCG;4123139024;5
2021;UFCG;2887219177;3
2021;UFCG;3488239617;4
2021;UFCG;3997807128;5
2021;UFCG;2940779387;3
2021;UFCG;2496716327;3
2021;UFCG;;
2021;UFCG;356986275;4
2021;UFCG;2328300919;3
2021;UFCG;3291531494;4
2021;UFCG;3831764174;4
2021;UFCG;2245888744;3
2021;UFCG;3222894241;4
2021;UFCG;313265412;4
2021;UFCG;3089183416;4
2021;UFCG;2849209604;3
2021;UFCG;3189843941;4
2021;UFCG;2732657196;3
2021;UFCG;2695885804;3
2021;UFCG;2430536858;3
2021;UFCG;3292811579;4
2021;UFCG;334620836;4
2021;UFCG;336759351;4
2021;UFCG;3573005406;4
2021;UFCG;4058092028;5
2021;UFCG;3508512042;4
2021;UFCG;3273782929;4
2021;UFCG;4300489861;5
2021;UFCG;4027566597;5
2021;UFCG;3512507192;4
2021;UFCG;3506472556;4
2021;UFCG;3506946459;4
2021;UFCG;3941658713;4
2021;UFCG;3611112844;4
2021;UFCG;3576490485;4
2021;UFCG;2536784039;3
2021;UFCG;400329495;5
2021;UFCSPA;3611112844;4
2021;UFCSPA;293390235;3
2021;UFCSPA;3612885813;4
2021;UFCSPA;3324683138;4
2021;UFCSPA;3278240164;4
2021;UFCSPA;3883235013;4
2021;UFCSPA;3373048788;4
2021;UFCSPA;4123139024;5
2021;UFCSPA;2845015305;3
2021;UFCSPA;3488239617;4
2021;UFCSPA;3831764174;4
2021;UFCSPA;3225937454;4
2021;UFCSPA;3234727942;4
2021;UFCSPA;3490974306;4
2021;UFCSPA;3441288643;4
2021;UFCSPA;2622672816;3
2021;UFCSPA;3377704888;4
2021;UFCSPA;3549260646;4
2021;UFCSPA;2965590173;4
2021;UFCSPA;2661805133;3
2021;UFCSPA;4300489861;5
2021;UFCSPA;2403153013;3
2021;UFCSPA;3729463207;4
2021;UFCSPA;4081073545;5
2021;UFCSPA;3324348627;4
2021;UFCSPA;3997807128;5
2021;UFCSPA;2887219177;3
2021;UFCSPA;3266043925;4
2021;UFCSPA;3291531494;4
2021;UFCSPA;4027566597;5
2021;UFCSPA;2328300919;3
2021;UFCSPA;3508512042;4
2021;UFCSPA;334620836;4
2021;UFCSPA;3273782929;4
2021;UFCSPA;3512507192;4
2021;UFCSPA;2695885804;3
2021;UFCSPA;3576490485;4
2021;UFCSPA;400329495;5
2021;UFCSPA;3292811579;4
2021;UFCSPA;2536784039;3
2021;UFCSPA;2835568588;3
2021;UFCSPA;2837679013;3
2021;UFCSPA;3017890085;4
2021;UFCSPA;3102641944;4
2021;UFCSPA;3126550894;4
2021;UFCSPA;3390293399;4
2021;UFCSPA;2997071468;4
2021;UFCSPA;3722787753;4
2021;UFCSPA;2339542225;3
2021;UFCSPA;2688384493;3
2021;UFCSPA;2210827218;3
2021;UFCSPA;3307692363;4
2021;UFCSPA;2927776053;3
2021;UFCSPA;2849506487;3
2021;UFCSPA;2988914465;4
2021;UFCSPA;2641762914;3
2021;UFCSPA;2863039275;3
2021;UFCSPA;3512451573;4
2021;UFCSPA;2890119389;3
2021;UFCSPA;3509478483;4
2021;UFCSPA;3027673073;4
2021;UFCSPA;335249821;4
2021;UFCSPA;2850843609;3
2021;UFCSPA;3042680337;4
2021;UFCSPA;414065135;5
2021;UFCSPA;3906819271;4
2021;UFCSPA;4302484121;5
2021;UFCSPA;3491957869;4
2021;UFCSPA;336759351;4
2021;UFCSPA;3708137018;4
2021;UFCSPA;2856866334;3
2021;UFCSPA;2492294448;3
2021;UFCSPA;306536013;4
2021;UFCSPA;405079264;5
2021;UFCSPA;2430536858;3
2021;UFCSPA;3048186625;4
2021;UFCSPA;3506472556;4
2021;UFCSPA;3941658713;4
2021;UFCSPA;3089183416;4
2021;UFCSPA;2940779387;3
2021;UFCSPA;2732657196;3
2021;UFCSPA;4058092028;5
2021;UFCSPA;3553983939;4
2021;UFCSPA;2849209604;3
2021;UFCSPA;313265412;4
2021;UFCSPA;3222894241;4
2021;UFCSPA;2245888744;3
2021;UFCSPA;4165353459;5
2021;UFCSPA;3114109;4
2021;UFCSPA;2825584097;3
2021;UFCSPA;2923411951;3
2021;UFCSPA;4076238557;5
2021;UFCSPA;3846247682;4
2021;UFCSPA;3573005406;4
2021;UFCSPA;3506946459;4
2021;UFCSPA;;
2021;UFCSPA;3189843941;4
2021;UFCSPA;2496716327;3
2021;UFCSPA;3620471285;4
2021;UFCSPA;3236517674;4
2021;UFCSPA;3051728893;4
2021;UFCSPA;2960656557;4
2021;UFCSPA;3335696579;4
2021;UFCSPA;356986275;4
2021;UFDPAR;2960656557;4
2021;UFDPAR;3048186625;4
2021;UFDPAR;405079264;5
2021;UFDPAR;2825584097;3
2021;UFDPAR;336759351;4
2021;UFDPAR;3512507192;4
2021;UFDPAR;3017890085;4
2021;UFDPAR;3441288643;4
2021;UFDPAR;3612885813;4
2021;UFDPAR;3611112844;4
2021;UFDPAR;3941658713;4
2021;UFDPAR;3576490485;4
2021;UFDPAR;356986275;4
2021;UFDPAR;3225937454;4
2021;UFDPAR;3508512042;4
2021;UFDPAR;3620471285;4
2021;UFDPAR;306536013;4
2021;UFDPAR;400329495;5
2021;UFDPAR;3273782929;4
2021;UFDPAR;3335696579;4
2021;UFDPAR;3236517674;4
2021;UFDPAR;3506472556;4
2021;UFDPAR;3377704888;4
2021;UFDPAR;4058092028;5
2021;UFDPAR;2849209604;3
2021;UFDPAR;3291531494;4
2021;UFDPAR;2339542225;3
2021;UFDPAR;3488239617;4
2021;UFDPAR;2923411951;3
2021;UFDPAR;3722787753;4
2021;UFDPAR;3708137018;4
2021;UFDPAR;3234727942;4
2021;UFDPAR;2245888744;3
2021;UFDPAR;334620836;4
2021;UFDPAR;3997807128;5
2021;UFDPAR;2732657196;3
2021;UFDPAR;3089183416;4
2021;UFDPAR;4027566597;5
2021;UFDPAR;;
2021;UFDPAR;2845015305;3
2021;UFDPAR;2536784039;3
2021;UFDPAR;3042680337;4
2021;UFDPAR;3373048788;4
2021;UFDPAR;3883235013;4
2021;UFDPAR;3292811579;4
2021;UFDPAR;2661805133;3
2021;UFDPAR;3189843941;4
2021;UFDPAR;2622672816;3
2021;UFDPAR;2328300919;3
2021;UFDPAR;3324348627;4
2021;UFDPAR;2403153013;3
2021;UFDPAR;2496716327;3
2021;UFDPAR;414065135;5
2021;UFDPAR;3490974306;4
2021;UFDPAR;2210827218;3
2021;UFDPAR;2863039275;3
2021;UFDPAR;4300489861;5
2021;UFDPAR;2849506487;3
2021;UFDPAR;2940779387;3
2021;UFDPAR;3307692363;4
2021;UFDPAR;3027673073;4
2021;UFDPAR;3506946459;4
2021;UFDPAR;4123139024;5
2021;UFDPAR;3846247682;4
2021;UFDPAR;3390293399;4
2021;UFDPAR;3051728893;4
2021;UFDPAR;4165353459;5
2021;UFDPAR;2850843609;3
2021;UFDPAR;2927776053;3
2021;UFDPAR;2988914465;4
2021;UFDPAR;3573005406;4
2021;UFDPAR;2965590173;4
2021;UFDPAR;2695885804;3
2021;UFDPAR;3278240164;4
2021;UFDPAR;2688384493;3
2021;UFDPAR;3222894241;4
2021;UFDPAR;2997071468;4
2021;UFDPAR;335249821;4
2021;UFDPAR;3509478483;4
2021;UFDPAR;313265412;4
2021;UFDPAR;3491957869;4
2021;UFDPAR;3512451573;4
2021;UFDPAR;2837679013;3
2021;UFDPAR;4076238557;5
2021;UFDPAR;3126550894;4
2021;UFDPAR;2887219177;3
2021;UFDPAR;2890119389;3
2021;UFDPAR;4081073545;5
2021;UFDPAR;3266043925;4
2021;UFDPAR;3729463207;4
2021;UFDPAR;3114109;4
2021;UFDPAR;3553983939;4
2021;UFDPAR;3906819271;4
2021;UFDPAR;293390235;3
2021;UFDPAR;2492294448;3
2021;UFDPAR;4302484121;5
2021;UFDPAR;3549260646;4
2021;UFDPAR;3102641944;4
2021;UFDPAR;2430536858;3
2021;UFDPAR;2641762914;3
2021;UFDPAR;3324683138;4
2021;UFDPAR;2835568588;3
2021;UFDPAR;3831764174;4
2021;UFDPAR;2856866334;3
2021;UFERSA;3611112844;4
2021;UFERSA;4081073545;5
2021;UFERSA;334620836;4
2021;UFERSA;2430536858;3
2021;UFERSA;3553983939;4
2021;UFERSA;3490974306;4
2021;UFERSA;3883235013;4
2021;UFERSA;3291531494;4
2021;UFERSA;3729463207;4
2021;UFERSA;2661805133;3
2021;UFERSA;2887219177;3
2021;UFERSA;2328300919;3
2021;UFERSA;3506472556;4
2021;UFERSA;2837679013;3
2021;UFERSA;3273782929;4
2021;UFERSA;3512507192;4
2021;UFERSA;2835568588;3
2021;UFERSA;3102641944;4
2021;UFERSA;2997071468;4
2021;UFERSA;2988914465;4
2021;UFERSA;3307692363;4
2021;UFERSA;2927776053;3
2021;UFERSA;3509478483;4
2021;UFERSA;3292811579;4
2021;UFERSA;2863039275;3
2021;UFERSA;3027673073;4
2021;UFERSA;4302484121;5
2021;UFERSA;3491957869;4
2021;UFERSA;2856866334;3
2021;UFERSA;405079264;5
2021;UFERSA;3620471285;4
2021;UFERSA;313265412;4
2021;UFERSA;2825584097;3
2021;UFERSA;4058092028;5
2021;UFERSA;3222894241;4
2021;UFERSA;4165353459;5
2021;UFERSA;2245888744;3
2021;UFERSA;3189843941;4
2021;UFERSA;2923411951;3
2021;UFERSA;3846247682;4
2021;UFERSA;3278240164;4
2021;UFERSA;3236517674;4
2021;UFERSA;3042680337;4
2021;UFERSA;2960656557;4
2021;UFERSA;356986275;4
2021;UFERSA;3373048788;4
2021;UFERSA;3488239617;4
2021;UFERSA;3831764174;4
2021;UFERSA;336759351;4
2021;UFERSA;3549260646;4
2021;UFERSA;3441288643;4
2021;UFERSA;3225937454;4
2021;UFERSA;3234727942;4
2021;UFERSA;3377704888;4
2021;UFERSA;2622672816;3
2021;UFERSA;4123139024;5
2021;UFERSA;2845015305;3
2021;UFERSA;293390235;3
2021;UFERSA;3506946459;4
2021;UFERSA;3051728893;4
2021;UFERSA;2496716327;3
2021;UFERSA;;
2021;UFERSA;4076238557;5
2021;UFERSA;3335696579;4
2021;UFERSA;3114109;4
2021;UFERSA;3941658713;4
2021;UFERSA;3089183416;4
2021;UFERSA;2732657196;3
2021;UFERSA;2849209604;3
2021;UFERSA;3048186625;4
2021;UFERSA;306536013;4
2021;UFERSA;2492294448;3
2021;UFERSA;3906819271;4
2021;UFERSA;414065135;5
2021;UFERSA;4027566597;5
2021;UFERSA;2850843609;3
2021;UFERSA;2890119389;3
2021;UFERSA;335249821;4
2021;UFERSA;2688384493;3
2021;UFERSA;3324683138;4
2021;UFERSA;2849506487;3
2021;UFERSA;3266043925;4
2021;UFERSA;3126550894;4
2021;UFERSA;2210827218;3
2021;UFERSA;2695885804;3
2021;UFERSA;3390293399;4
2021;UFERSA;2536784039;3
2021;UFERSA;3017890085;4
2021;UFERSA;400329495;5
2021;UFERSA;3612885813;4
2021;UFERSA;4300489861;5
2021;UFERSA;3576490485;4
2021;UFERSA;3324348627;4
2021;UFERSA;3508512042;4
2021;UFERSA;3997807128;5
2021;UFERSA;2403153013;3
2021;UFERSA;2940779387;3
2021;UFERSA;2965590173;4
2021;UFERSA;2641762914;3
2021;UFERSA;2339542225;3
2021;UFERSA;3512451573;4
2021;UFERSA;3722787753;4
2021;UFERSA;3573005406;4
2021;UFERSA;3708137018;4
2021;UFES;3114109;4
2021;UFES;3324348627;4
2021;UFES;4300489861;5
2021;UFES;400329495;5
2021;UFES;2856866334;3
2021;UFES;3017890085;4
2021;UFES;2622672816;3
2021;UFES;2245888744;3
2021;UFES;335249821;4
2021;UFES;4123139024;5
2021;UFES;3027673073;4
2021;UFES;3225937454;4
2021;UFES;3373048788;4
2021;UFES;3102641944;4
2021;UFES;334620836;4
2021;UFES;3906819271;4
2021;UFES;3291531494;4
2021;UFES;2863039275;3
2021;UFES;2927776053;3
2021;UFES;2210827218;3
2021;UFES;3506472556;4
2021;UFES;2850843609;3
2021;UFES;2849506487;3
2021;UFES;2403153013;3
2021;UFES;2890119389;3
2021;UFES;3234727942;4
2021;UFES;3708137018;4
2021;UFES;4302484121;5
2021;UFES;4076238557;5
2021;UFES;2988914465;4
2021;UFES;3508512042;4
2021;UFES;293390235;3
2021;UFES;3549260646;4
2021;UFES;3324683138;4
2021;UFES;2688384493;3
2021;UFES;414065135;5
2021;UFES;2997071468;4
2021;UFES;3307692363;4
2021;UFES;3266043925;4
2021;UFES;3612885813;4
2021;UFES;3390293399;4
2021;UFES;3222894241;4
2021;UFES;3553983939;4
2021;UFES;4081073545;5
2021;UFES;3506946459;4
2021;UFES;3509478483;4
2021;UFES;3126550894;4
2021;UFES;3883235013;4
2021;UFES;3722787753;4
2021;UFES;3236517674;4
2021;UFES;2695885804;3
2021;UFES;3941658713;4
2021;UFES;2887219177;3
2021;UFES;2339542225;3
2021;UFES;2845015305;3
2021;UFES;336759351;4
2021;UFES;4165353459;5
2021;UFES;3831764174;4
2021;UFES;3512507192;4
2021;UFES;2641762914;3
2021;UFES;356986275;4
2021;UFES;3997807128;5
2021;UFES;3335696579;4
2021;UFES;4058092028;5
2021;UFES;3512451573;4
2021;UFES;4027566597;5
2021;UFES;2960656557;4
2021;UFES;3573005406;4
2021;UFES;3729463207;4
2021;UFES;3490974306;4
2021;UFES;2940779387;3
2021;UFES;3189843941;4
2021;UFES;3042680337;4
2021;UFES;2732657196;3
2021;UFES;3278240164;4
2021;UFES;2965590173;4
2021;UFES;3089183416;4
2021;UFES;3048186625;4
2021;UFES;2496716327;3
2021;UFES;3051728893;4
2021;UFES;3576490485;4
2021;UFES;405079264;5
2021;UFES;3292811579;4
2021;UFES;3273782929;4
2021;UFES;313265412;4
2021;UFES;3488239617;4
2021;UFES;3620471285;4
2021;UFES;2923411951;3
2021;UFES;2835568588;3
2021;UFES;2661805133;3
2021;UFES;3846247682;4
2021;UFES;2825584097;3
2021;UFES;3491957869;4
2021;UFES;2849209604;3
2021;UFES;;
2021;UFES;2430536858;3
2021;UFES;3441288643;4
2021;UFES;2492294448;3
2021;UFES;306536013;4
2021;UFES;2837679013;3
2021;UFES;3611112844;4
2021;UFES;2328300919;3
2021;UFES;3377704888;4
2021;UFES;2536784039;3
2021;UFF;3126550894;4
2021;UFF;3278240164;4
2021;UFF;293390235;3
2021;UFF;3236517674;4
2021;UFF;3612885813;4
2021;UFF;2923411951;3
2021;UFF;3846247682;4
2021;UFF;2496716327;3
2021;UFF;3051728893;4
2021;UFF;2245888744;3
2021;UFF;;
2021;UFF;2837679013;3
2021;UFF;4076238557;5
2021;UFF;3549260646;4
2021;UFF;3941658713;4
2021;UFF;3114109;4
2021;UFF;3048186625;4
2021;UFF;4165353459;5
2021;UFF;4058092028;5
2021;UFF;3335696579;4
2021;UFF;3189843941;4
2021;UFF;2940779387;3
2021;UFF;2732657196;3
2021;UFF;405079264;5
2021;UFF;3089183416;4
2021;UFF;3883235013;4
2021;UFF;313265412;4
2021;UFF;3620471285;4
2021;UFF;3491957869;4
2021;UFF;2849209604;3
2021;UFF;2492294448;3
2021;UFF;306536013;4
2021;UFF;2825584097;3
2021;UFF;2536784039;3
2021;UFF;2856866334;3
2021;UFF;3027673073;4
2021;UFF;2927776053;3
2021;UFF;2863039275;3
2021;UFF;3490974306;4
2021;UFF;3906819271;4
2021;UFF;2850843609;3
2021;UFF;2890119389;3
2021;UFF;2430536858;3
2021;UFF;4302484121;5
2021;UFF;2997071468;4
2021;UFF;3234727942;4
2021;UFF;2688384493;3
2021;UFF;2339542225;3
2021;UFF;3390293399;4
2021;UFF;3509478483;4
2021;UFF;3266043925;4
2021;UFF;2695885804;3
2021;UFF;4027566597;5
2021;UFF;3373048788;4
2021;UFF;4081073545;5
2021;UFF;3222894241;4
2021;UFF;3291531494;4
2021;UFF;414065135;5
2021;UFF;3307692363;4
2021;UFF;3324683138;4
2021;UFF;3553983939;4
2021;UFF;334620836;4
2021;UFF;2988914465;4
2021;UFF;3102641944;4
2021;UFF;2849506487;3
2021;UFF;2210827218;3
2021;UFF;335249821;4
2021;UFF;3017890085;4
2021;UFF;4300489861;5
2021;UFF;400329495;5
2021;UFF;2887219177;3
2021;UFF;3324348627;4
2021;UFF;2328300919;3
2021;UFF;2661805133;3
2021;UFF;2835568588;3
2021;UFF;3573005406;4
2021;UFF;3512451573;4
2021;UFF;2641762914;3
2021;UFF;3273782929;4
2021;UFF;3576490485;4
2021;UFF;3729463207;4
2021;UFF;3708137018;4
2021;UFF;3997807128;5
2021;UFF;3512507192;4
2021;UFF;3508512042;4
2021;UFF;2965590173;4
2021;UFF;2403153013;3
2021;UFF;3225937454;4
2021;UFF;4123139024;5
2021;UFF;3611112844;4
2021;UFF;3441288643;4
2021;UFF;3506472556;4
2021;UFF;2622672816;3
2021;UFF;2845015305;3
2021;UFF;3722787753;4
2021;UFF;3042680337;4
2021;UFF;336759351;4
2021;UFF;3377704888;4
2021;UFF;3488239617;4
2021;UFF;2960656557;4
2021;UFF;356986275;4
2021;UFF;3831764174;4
2021;UFF;3506946459;4
2021;UFF;3292811579;4
2021;UFFS;3114109;4
2021;UFFS;2856866334;3
2021;UFFS;2641762914;3
2021;UFFS;3234727942;4
2021;UFFS;3042680337;4
2021;UFFS;2622672816;3
2021;UFFS;3048186625;4
2021;UFFS;405079264;5
2021;UFFS;3508512042;4
2021;UFFS;334620836;4
2021;UFFS;400329495;5
2021;UFFS;3831764174;4
2021;UFFS;3488239617;4
2021;UFFS;3512507192;4
2021;UFFS;2536784039;3
2021;UFFS;3273782929;4
2021;UFFS;3236517674;4
2021;UFFS;3291531494;4
2021;UFFS;;
2021;UFFS;3941658713;4
2021;UFFS;3189843941;4
2021;UFFS;3708137018;4
2021;UFFS;3997807128;5
2021;UFFS;3225937454;4
2021;UFFS;2496716327;3
2021;UFFS;3051728893;4
2021;UFFS;3506472556;4
2021;UFFS;4058092028;5
2021;UFFS;2328300919;3
2021;UFFS;2965590173;4
2021;UFFS;3883235013;4
2021;UFFS;3278240164;4
2021;UFFS;3512451573;4
2021;UFFS;4123139024;5
2021;UFFS;3324348627;4
2021;UFFS;2732657196;3
2021;UFFS;2887219177;3
2021;UFFS;2403153013;3
2021;UFFS;3089183416;4
2021;UFFS;3324683138;4
2021;UFFS;2695885804;3
2021;UFFS;2245888744;3
2021;UFFS;2923411951;3
2021;UFFS;3335696579;4
2021;UFFS;3729463207;4
2021;UFFS;3222894241;4
2021;UFFS;2845015305;3
2021;UFFS;3611112844;4
2021;UFFS;306536013;4
2021;UFFS;3490974306;4
2021;UFFS;313265412;4
2021;UFFS;2430536858;3
2021;UFFS;3549260646;4
2021;UFFS;4165353459;5
2021;UFFS;2927776053;3
2021;UFFS;3307692363;4
2021;UFFS;2210827218;3
2021;UFFS;3027673073;4
2021;UFFS;2849506487;3
2021;UFFS;293390235;3
2021;UFFS;3390293399;4
2021;UFFS;3846247682;4
2021;UFFS;2863039275;3
2021;UFFS;4076238557;5
2021;UFFS;2688384493;3
2021;UFFS;2997071468;4
2021;UFFS;2988914465;4
2021;UFFS;2940779387;3
2021;UFFS;2850843609;3
2021;UFFS;3506946459;4
2021;UFFS;2825584097;3
2021;UFFS;356986275;4
2021;UFFS;3509478483;4
2021;UFFS;2960656557;4
2021;UFFS;335249821;4
2021;UFFS;3373048788;4
2021;UFFS;2890119389;3
2021;UFFS;2849209604;3
2021;UFFS;3553983939;4
2021;UFFS;3266043925;4
2021;UFFS;3126550894;4
2021;UFFS;3491957869;4
2021;UFFS;4027566597;5
2021;UFFS;2837679013;3
2021;UFFS;3573005406;4
2021;UFFS;3612885813;4
2021;UFFS;3906819271;4
2021;UFFS;336759351;4
2021;UFFS;3620471285;4
2021;UFFS;2339542225;3
2021;UFFS;3377704888;4
2021;UFFS;414065135;5
2021;UFFS;4081073545;5
2021;UFFS;3102641944;4
2021;UFFS;2835568588;3
2021;UFFS;3017890085;4
2021;UFFS;3441288643;4
2021;UFFS;2661805133;3
2021;UFFS;4302484121;5
2021;UFFS;3292811579;4
2021;UFFS;2492294448;3
2021;UFFS;3722787753;4
2021;UFFS;4300489861;5
2021;UFFS;3576490485;4
2021;UFG;2661805133;3
2021;UFG;3292811579;4
2021;UFG;3512451573;4
2021;UFG;2403153013;3
2021;UFG;3997807128;5
2021;UFG;3576490485;4
2021;UFG;400329495;5
2021;UFG;3017890085;4
2021;UFG;2210827218;3
2021;UFG;3126550894;4
2021;UFG;2688384493;3
2021;UFG;2850843609;3
2021;UFG;3906819271;4
2021;UFG;2492294448;3
2021;UFG;306536013;4
2021;UFG;3048186625;4
2021;UFG;2732657196;3
2021;UFG;3114109;4
2021;UFG;4076238557;5
2021;UFG;2496716327;3
2021;UFG;3377704888;4
2021;UFG;3225937454;4
2021;UFG;4123139024;5
2021;UFG;3611112844;4
2021;UFG;3488239617;4
2021;UFG;3373048788;4
2021;UFG;3236517674;4
2021;UFG;3846247682;4
2021;UFG;3222894241;4
2021;UFG;4058092028;5
2021;UFG;3620471285;4
2021;UFG;405079264;5
2021;UFG;2856866334;3
2021;UFG;4302484121;5
2021;UFG;2863039275;3
2021;UFG;2927776053;3
2021;UFG;2997071468;4
2021;UFG;3102641944;4
2021;UFG;2835568588;3
2021;UFG;3273782929;4
2021;UFG;3506472556;4
2021;UFG;3729463207;4
2021;UFG;2430536858;3
2021;UFG;334620836;4
2021;UFG;3708137018;4
2021;UFG;2339542225;3
2021;UFG;3573005406;4
2021;UFG;3490974306;4
2021;UFG;3291531494;4
2021;UFG;2837679013;3
2021;UFG;2328300919;3
2021;UFG;3722787753;4
2021;UFG;3509478483;4
2021;UFG;2825584097;3
2021;UFG;4165353459;5
2021;UFG;3189843941;4
2021;UFG;356986275;4
2021;UFG;3441288643;4
2021;UFG;3234727942;4
2021;UFG;293390235;3
2021;UFG;3941658713;4
2021;UFG;2849209604;3
2021;UFG;2890119389;3
2021;UFG;3324683138;4
2021;UFG;3508512042;4
2021;UFG;3278240164;4
2021;UFG;3042680337;4
2021;UFG;3612885813;4
2021;UFG;336759351;4
2021;UFG;2965590173;4
2021;UFG;2695885804;3
2021;UFG;3335696579;4
2021;UFG;4300489861;5
2021;UFG;3051728893;4
2021;UFG;2622672816;3
2021;UFG;2245888744;3
2021;UFG;3027673073;4
2021;UFG;2887219177;3
2021;UFG;2641762914;3
2021;UFG;4081073545;5
2021;UFG;3553983939;4
2021;UFG;3883235013;4
2021;UFG;3512507192;4
2021;UFG;2988914465;4
2021;UFG;3307692363;4
2021;UFG;3491957869;4
2021;UFG;3390293399;4
2021;UFG;313265412;4
2021;UFG;2923411951;3
2021;UFG;2960656557;4
2021;UFG;3831764174;4
2021;UFG;3549260646;4
2021;UFG;2845015305;3
2021;UFG;3506946459;4
2021;UFG;;
2021;UFG;3089183416;4
2021;UFG;414065135;5
2021;UFG;335249821;4
2021;UFG;3266043925;4
2021;UFG;2849506487;3
2021;UFG;2536784039;3
2021;UFG;3324348627;4
2021;UFG;2940779387;3
2021;UFG;4027566597;5
2021;UFGD;405079264;5
2021;UFGD;414065135;5
2021;UFGD;3307692363;4
2021;UFGD;2403153013;3
2021;UFGD;3883235013;4
2021;UFGD;3729463207;4
2021;UFGD;3941658713;4
2021;UFGD;3373048788;4
2021;UFGD;2661805133;3
2021;UFGD;3831764174;4
2021;UFGD;3017890085;4
2021;UFGD;3236517674;4
2021;UFGD;3506472556;4
2021;UFGD;2960656557;4
2021;UFGD;4081073545;5
2021;UFGD;3441288643;4
2021;UFGD;2927776053;3
2021;UFGD;2622672816;3
2021;UFGD;3611112844;4
2021;UFGD;3234727942;4
2021;UFGD;2849209604;3
2021;UFGD;3576490485;4
2021;UFGD;400329495;5
2021;UFGD;2863039275;3
2021;UFGD;3324348627;4
2021;UFGD;3906819271;4
2021;UFGD;3490974306;4
2021;UFGD;3114109;4
