Ano;Sigla;IGC (Contínuo);IGC (Faixa)
2021;IFRN;2641762914;3
2021;IFRN;3051728893;4
2021;IFRN;3722787753;4
2021;IFRN;293390235;3
2021;IFRN;3512507192;4
2021;IFRN;3017890085;4
2021;IFRN;3042680337;4
2021;IFRN;400329495;5
2021;IFRN;2496716327;3
2021;IFRN;3266043925;4
2021;IFRN;3906819271;4
2021;IFRN;2622672816;3
2021;IFRN;3846247682;4
2021;IFRN;3506472556;4
2021;IFRN;3729463207;4
2021;IFRN;2863039275;3
2021;IFRN;3234727942;4
2021;IFRN;3278240164;4
2021;IFRN;3491957869;4
2021;IFRN;2695885804;3
2021;IFRN;4027566597;5
2021;IFRN;3114109;4
2021;IFRN;3553983939;4
2021;IFRN;4081073545;5
2021;IFRN;2988914465;4
2021;IFRN;3620471285;4
2021;IFRN;3549260646;4
2021;IFRN;4123139024;5
2021;IFRN;3576490485;4
2021;IFRN;4300489861;5
2021;IFRN;3273782929;4
2021;IFRN;3292811579;4
2021;IFRN;2887219177;3
2021;IFRN;3831764174;4
2021;IFRN;2849209604;3
2021;IFRN;3997807128;5
2021;IFRN;3490974306;4
2021;IFRN;2997071468;4
2021;IFRN;2732657196;3
2021;IFRN;3441288643;4
2021;IFRN;3324348627;4
2021;IFRN;3189843941;4
2021;IFRN;3512451573;4
2021;IFRN;3708137018;4
2021;IFRN;2210827218;3
2021;IFRN;2927776053;3
2021;IFRN;3236517674;4
2021;IFRN;2960656557;4
2021;IFRN;336759351;4
2021;IFRN;;
2021;IFRN;405079264;5
2021;IFRN;306536013;4
2021;IFRN;2923411951;3
2021;IFRN;2845015305;3
2021;IFRN;2890119389;3
2021;IFRN;2837679013;3
2021;IFRN;2965590173;4
2021;IFRN;2339542225;3
2021;IFRN;2940779387;3
2021;IFRN;3612885813;4
2021;IFRN;4058092028;5
2021;IFRN;3335696579;4
2021;IFRN;2661805133;3
2021;IFRN;2825584097;3
2021;IFRN;3027673073;4
2021;IFRN;4076238557;5
2021;IFRN;3488239617;4
2021;IFRN;3324683138;4
2021;IFRN;3089183416;4
2021;IFRN;3048186625;4
2021;IFRN;3102641944;4
2021;IFRO;3377704888;4
2021;IFRO;4027566597;5
2021;IFRO;3292811579;4
2021;IFRO;3373048788;4
2021;IFRO;293390235;3
2021;IFRO;3089183416;4
2021;IFRO;2661805133;3
2021;IFRO;3488239617;4
2021;IFRO;3708137018;4
2021;IFRO;3225937454;4
2021;IFRO;3126550894;4
2021;IFRO;3335696579;4
2021;IFRO;2536784039;3
2021;IFRO;4123139024;5
2021;IFRO;3846247682;4
2021;IFRO;3324348627;4
2021;IFRO;;
2021;IFRO;2496716327;3
2021;IFRO;2695885804;3
2021;IFRO;4076238557;5
2021;IFRO;2849506487;3
2021;IFRO;2430536858;3
2021;IFRO;335249821;4
2021;IFRO;3051728893;4
2021;IFRO;3114109;4
2021;IFRO;2210827218;3
2021;IFRO;3883235013;4
2021;IFRO;3048186625;4
2021;IFRO;3997807128;5
2021;IFRO;334620836;4
2021;IFRO;3508512042;4
2021;IFRO;3278240164;4
2021;IFRO;4081073545;5
2021;IFRO;336759351;4
2021;IFRO;3512507192;4
2021;IFRO;414065135;5
2021;IFRO;3831764174;4
2021;IFRO;3553983939;4
2021;IFRO;3042680337;4
2021;IFRO;2825584097;3
2021;IFRO;3441288643;4
2021;IFRO;3324683138;4
2021;IFRO;3490974306;4
2021;IFRO;3612885813;4
2021;IFRO;2403153013;3
2021;IFRO;2890119389;3
2021;IFRO;3273782929;4
2021;IFRO;2492294448;3
2021;IFRO;356986275;4
2021;IFRO;2849209604;3
2021;IFRO;3941658713;4
2021;IFRO;2988914465;4
2021;IFRO;3506472556;4
2021;IFRO;3027673073;4
2021;IFRO;2835568588;3
2021;IFRO;3291531494;4
2021;IFRO;2641762914;3
2021;IFRO;2940779387;3
2021;IFRO;3307692363;4
2021;IFRO;2622672816;3
2021;IFRO;3390293399;4
2021;IFRO;4300489861;5
2021;IFRO;2965590173;4
2021;IFRO;3509478483;4
2021;IFRO;3102641944;4
2021;IFRO;4165353459;5
2021;IFRO;3222894241;4
2021;IFRO;4302484121;5
2021;IFRO;3576490485;4
2021;IFRO;313265412;4
2021;IFRO;2856866334;3
2021;IFRO;2997071468;4
2021;IFRO;3491957869;4
2021;IFRO;2328300919;3
2021;IFRO;2863039275;3
2021;IFRO;306536013;4
2021;IFRO;3512451573;4
2021;IFRO;2927776053;3
2021;IFRO;2732657196;3
2021;IFRO;2245888744;3
2021;IFRO;3266043925;4
2021;IFRO;2688384493;3
2021;IFRO;3611112844;4
2021;IFRO;3729463207;4
2021;IFRO;2923411951;3
2021;IFRO;3573005406;4
2021;IFRO;3620471285;4
2021;IFRO;405079264;5
2021;IFRO;2960656557;4
2021;IFRO;2837679013;3
2021;IFRO;3189843941;4
2021;IFRO;3017890085;4
2021;IFRO;3722787753;4
2021;IFRO;4058092028;5
2021;IFRO;400329495;5
2021;IFRO;2887219177;3
2021;IFRO;2845015305;3
2021;IFRO;2850843609;3
2021;IFRO;2339542225;3
2021;IFRO;3506946459;4
2021;IFRO;3236517674;4
2021;IFRO;3549260646;4
2021;IFRO;3234727942;4
2021;IFRO;3906819271;4
2021;IFRR;2927776053;3
2021;IFRR;293390235;3
2021;IFRR;2965590173;4
2021;IFRR;356986275;4
2021;IFRR;3027673073;4
2021;IFRR;336759351;4
2021;IFRR;3051728893;4
2021;IFRR;4165353459;5
2021;IFRR;3189843941;4
2021;IFRR;3335696579;4
2021;IFRR;2695885804;3
2021;IFRR;2732657196;3
2021;IFRR;2825584097;3
2021;IFRR;3576490485;4
2021;IFRR;2622672816;3
2021;IFRR;3114109;4
2021;IFRR;3509478483;4
2021;IFRR;2328300919;3
2021;IFRR;2245888744;3
2021;IFRR;3573005406;4
2021;IFRR;2837679013;3
2021;IFRR;2887219177;3
2021;IFRR;2339542225;3
2021;IFRR;2661805133;3
2021;IFRR;3234727942;4
2021;IFRR;3708137018;4
2021;IFRR;306536013;4
2021;IFRR;2430536858;3
2021;IFRR;3883235013;4
2021;IFRR;4081073545;5
2021;IFRR;334620836;4
2021;IFRR;3553983939;4
2021;IFRR;3273782929;4
2021;IFRR;3506472556;4
2021;IFRR;2988914465;4
2021;IFRR;3490974306;4
2021;IFRR;2835568588;3
2021;IFRR;2688384493;3
2021;IFRR;3307692363;4
2021;IFRR;2641762914;3
2021;IFRR;3291531494;4
2021;IFRR;3722787753;4
2021;IFRR;3390293399;4
2021;IFRR;4300489861;5
2021;IFRR;2940779387;3
2021;IFRR;3222894241;4
2021;IFRR;4302484121;5
2021;IFRR;2856866334;3
2021;IFRR;313265412;4
2021;IFRR;3491957869;4
2021;IFRR;2997071468;4
2021;IFRR;2863039275;3
2021;IFRR;3512451573;4
2021;IFRR;3266043925;4
2021;IFRR;3729463207;4
2021;IFRR;3620471285;4
2021;IFRR;2923411951;3
2021;IFRR;405079264;5
2021;IFRR;2960656557;4
2021;IFRR;3611112844;4
2021;IFRR;4058092028;5
2021;IFRR;400329495;5
2021;IFRR;3906819271;4
2021;IFRR;2845015305;3
2021;IFRR;3236517674;4
2021;IFRR;3292811579;4
2021;IFRR;3506946459;4
2021;IFRR;3102641944;4
2021;IFRR;3549260646;4
2021;IFRR;3373048788;4
2021;IFRR;3846247682;4
2021;IFRR;3089183416;4
2021;IFRR;4027566597;5
2021;IFRR;3488239617;4
2021;IFRR;3225937454;4
2021;IFRR;2536784039;3
2021;IFRR;4123139024;5
2021;IFRR;3377704888;4
2021;IFRR;3324348627;4
2021;IFRR;;
2021;IFRR;2496716327;3
2021;IFRR;4076238557;5
2021;IFRR;2210827218;3
2021;IFRR;2849506487;3
2021;IFRR;335249821;4
2021;IFRR;3126550894;4
2021;IFRR;3017890085;4
2021;IFRR;3048186625;4
2021;IFRR;3508512042;4
2021;IFRR;2492294448;3
2021;IFRR;3512507192;4
2021;IFRR;3997807128;5
2021;IFRR;3278240164;4
2021;IFRR;3831764174;4
2021;IFRR;3324683138;4
2021;IFRR;414065135;5
2021;IFRR;2403153013;3
2021;IFRR;3441288643;4
2021;IFRR;2850843609;3
2021;IFRR;3042680337;4
2021;IFRR;3612885813;4
2021;IFRR;2890119389;3
2021;IFRR;2849209604;3
2021;IFRR;3941658713;4
2021;IFRS;3225937454;4
2021;IFRS;2940779387;3
2021;IFRS;335249821;4
2021;IFRS;3324348627;4
2021;IFRS;336759351;4
2021;IFRS;2536784039;3
2021;IFRS;3089183416;4
2021;IFRS;3549260646;4
2021;IFRS;2845015305;3
2021;IFRS;2923411951;3
2021;IFRS;2960656557;4
2021;IFRS;3491957869;4
2021;IFRS;2641762914;3
2021;IFRS;3307692363;4
2021;IFRS;2988914465;4
2021;IFRS;3553983939;4
2021;IFRS;2661805133;3
2021;IFRS;2887219177;3
2021;IFRS;2622672816;3
2021;IFRS;2965590173;4
2021;IFRS;3042680337;4
2021;IFRS;3335696579;4
2021;IFRS;3441288643;4
2021;IFRS;3512507192;4
2021;IFRS;3278240164;4
2021;IFRS;3831764174;4
2021;IFRS;2849209604;3
2021;IFRS;2890119389;3
2021;IFRS;3941658713;4
2021;IFRS;293390235;3
2021;IFRS;356986275;4
2021;IFRS;3189843941;4
2021;IFRS;2825584097;3
2021;IFRS;3573005406;4
2021;IFRS;2837679013;3
2021;IFRS;2339542225;3
2021;IFRS;3708137018;4
2021;IFRS;3273782929;4
2021;IFRS;3506472556;4
2021;IFRS;3234727942;4
2021;IFRS;334620836;4
2021;IFRS;2835568588;3
2021;IFRS;3509478483;4
2021;IFRS;3222894241;4
2021;IFRS;2856866334;3
2021;IFRS;2863039275;3
2021;IFRS;3620471285;4
2021;IFRS;2927776053;3
2021;IFRS;3236517674;4
2021;IFRS;4058092028;5
2021;IFRS;3102641944;4
2021;IFRS;3373048788;4
2021;IFRS;4123139024;5
2021;IFRS;2496716327;3
2021;IFRS;4076238557;5
2021;IFRS;3048186625;4
2021;IFRS;306536013;4
2021;IFRS;3114109;4
2021;IFRS;2850843609;3
2021;IFRS;3126550894;4
2021;IFRS;400329495;5
2021;IFRS;2210827218;3
2021;IFRS;2403153013;3
2021;IFRS;3997807128;5
2021;IFRS;3512451573;4
2021;IFRS;3051728893;4
2021;IFRS;3292811579;4
2021;IFRS;4027566597;5
2021;IFRS;3906819271;4
2021;IFRS;3611112844;4
2021;IFRS;3576490485;4
2021;IFRS;3729463207;4
2021;IFRS;3017890085;4
2021;IFRS;3490974306;4
2021;IFRS;2732657196;3
2021;IFRS;2492294448;3
2021;IFRS;2688384493;3
2021;IFRS;3377704888;4
2021;IFRS;3846247682;4
2021;IFRS;405079264;5
2021;IFRS;2997071468;4
2021;IFRS;4302484121;5
2021;IFRS;3291531494;4
2021;IFRS;2430536858;3
2021;IFRS;3488239617;4
2021;IFRS;2328300919;3
2021;IFRS;4165353459;5
2021;IFRS;414065135;5
2021;IFRS;3508512042;4
2021;IFRS;3612885813;4
2021;IFRS;3027673073;4
2021;IFRS;3324683138;4
2021;IFRS;2695885804;3
2021;IFRS;3506946459;4
2021;IFRS;2245888744;3
2021;IFRS;4081073545;5
2021;IFRS;3883235013;4
2021;IFRS;3390293399;4
2021;IFRS;313265412;4
2021;IFRS;3266043925;4
2021;IFRS;4300489861;5
2021;IFRS;2849506487;3
2021;IFRS;;
2021;IFRS;3722787753;4
2021;IFS;;
2021;IFS;2940779387;3
2021;IFS;3291531494;4
2021;IFS;405079264;5
2021;IFS;3278240164;4
2021;IFS;3512507192;4
2021;IFS;2997071468;4
2021;IFS;3941658713;4
2021;IFS;2923411951;3
2021;IFS;3114109;4
2021;IFS;4076238557;5
2021;IFS;3846247682;4
2021;IFS;2965590173;4
2021;IFS;2890119389;3
2021;IFS;3236517674;4
2021;IFS;3390293399;4
2021;IFS;2328300919;3
2021;IFS;4300489861;5
2021;IFS;2688384493;3
2021;IFS;2825584097;3
2021;IFS;3506472556;4
2021;IFS;3576490485;4
2021;IFS;3997807128;5
2021;IFS;4058092028;5
2021;IFS;2496716327;3
2021;IFS;3708137018;4
2021;IFS;3324348627;4
2021;IFS;2849209604;3
2021;IFS;3491957869;4
2021;IFS;2850843609;3
2021;IFS;2403153013;3
2021;IFS;3048186625;4
2021;IFS;3906819271;4
2021;IFS;3729463207;4
2021;IFS;3549260646;4
2021;IFS;3222894241;4
2021;IFS;3831764174;4
2021;IFS;2856866334;3
2021;IFS;2849506487;3
2021;IFS;2837679013;3
2021;IFS;2661805133;3
2021;IFS;2732657196;3
2021;IFS;4302484121;5
2021;IFS;3377704888;4
2021;IFS;336759351;4
2021;IFS;3335696579;4
2021;IFS;306536013;4
2021;IFS;3509478483;4
2021;IFS;3292811579;4
2021;IFS;3234727942;4
2021;IFS;3488239617;4
2021;IFS;3722787753;4
2021;IFS;414065135;5
2021;IFS;2887219177;3
2021;IFS;2845015305;3
2021;IFS;3102641944;4
2021;IFS;2622672816;3
2021;IFS;3611112844;4
2021;IFS;4165353459;5
2021;IFS;3042680337;4
2021;IFS;3051728893;4
2021;IFS;2339542225;3
2021;IFS;2988914465;4
2021;IFS;3225937454;4
2021;IFS;3620471285;4
2021;IFS;2960656557;4
2021;IFS;3126550894;4
2021;IFS;4081073545;5
2021;IFS;3506946459;4
2021;IFS;2536784039;3
2021;IFS;356986275;4
2021;IFS;2245888744;3
2021;IFS;3512451573;4
2021;IFS;2492294448;3
2021;IFS;3027673073;4
2021;IFS;3307692363;4
2021;IFS;3017890085;4
2021;IFS;3273782929;4
2021;IFS;293390235;3
2021;IFS;4123139024;5
2021;IFS;2927776053;3
2021;IFS;2210827218;3
2021;IFS;4027566597;5
2021;IFS;3573005406;4
2021;IFS;335249821;4
2021;IFS;3441288643;4
2021;IFS;3089183416;4
2021;IFS;313265412;4
2021;IFS;3266043925;4
2021;IFS;2863039275;3
2021;IFS;400329495;5
2021;IFS;3612885813;4
2021;IFS;3883235013;4
2021;IFS;2695885804;3
2021;IFS;334620836;4
2021;IFS;3508512042;4
2021;IFS;3373048788;4
2021;IFS;2835568588;3
2021;IFS;3490974306;4
2021;IFS;2641762914;3
2021;IFS;3189843941;4
2021;IFS;2430536858;3
2021;IFS;3553983939;4
2021;IFS;3324683138;4
2021;IFSC;2688384493;3
2021;IFSC;3883235013;4
2021;IFSC;2210827218;3
2021;IFSC;3490974306;4
2021;IFSC;3051728893;4
2021;IFSC;3236517674;4
2021;IFSC;3126550894;4
2021;IFSC;2695885804;3
2021;IFSC;3102641944;4
2021;IFSC;3506946459;4
2021;IFSC;2339542225;3
2021;IFSC;3027673073;4
2021;IFSC;3373048788;4
2021;IFSC;2923411951;3
2021;IFSC;3846247682;4
2021;IFSC;2245888744;3
2021;IFSC;3488239617;4
2021;IFSC;2622672816;3
2021;IFSC;3307692363;4
2021;IFSC;2965590173;4
2021;IFSC;2845015305;3
2021;IFSC;3906819271;4
2021;IFSC;3225937454;4
2021;IFSC;2960656557;4
2021;IFSC;3017890085;4
2021;IFSC;356986275;4
2021;IFSC;4123139024;5
2021;IFSC;3722787753;4
2021;IFSC;3612885813;4
2021;IFSC;3324348627;4
2021;IFSC;3573005406;4
2021;IFSC;3508512042;4
2021;IFSC;2492294448;3
2021;IFSC;2835568588;3
2021;IFSC;3335696579;4
2021;IFSC;2849209604;3
2021;IFSC;3291531494;4
2021;IFSC;3234727942;4
2021;IFSC;2430536858;3
2021;IFSC;306536013;4
2021;IFSC;4027566597;5
2021;IFSC;3390293399;4
2021;IFSC;3997807128;5
2021;IFSC;2850843609;3
2021;IFSC;3222894241;4
2021;IFSC;2403153013;3
2021;IFSC;3441288643;4
2021;IFSC;2328300919;3
2021;IFSC;3048186625;4
2021;IFSC;336759351;4
2021;IFSC;3509478483;4
2021;IFSC;2732657196;3
2021;IFSC;4302484121;5
2021;IFSC;3549260646;4
2021;IFSC;2661805133;3
2021;IFSC;2988914465;4
2021;IFSC;2856866334;3
2021;IFSC;3611112844;4
2021;IFSC;3576490485;4
2021;IFSC;3553983939;4
2021;IFSC;2825584097;3
2021;IFSC;;
2021;IFSC;2641762914;3
2021;IFSC;4076238557;5
2021;IFSC;3292811579;4
2021;IFSC;4300489861;5
2021;IFSC;414065135;5
2021;IFSC;3189843941;4
2021;IFSC;2997071468;4
2021;IFSC;3273782929;4
2021;IFSC;3941658713;4
2021;IFSC;3278240164;4
2021;IFSC;334620836;4
2021;IFSC;2863039275;3
2021;IFSC;313265412;4
2021;IFSC;2536784039;3
2021;IFSC;293390235;3
2021;IFSC;2927776053;3
2021;IFSC;3708137018;4
2021;IFSC;3114109;4
2021;IFSC;3506472556;4
2021;IFSC;3620471285;4
2021;IFSC;3512451573;4
2021;IFSC;4165353459;5
2021;IFSC;3729463207;4
2021;IFSC;3324683138;4
2021;IFSC;2496716327;3
2021;IFSC;3491957869;4
2021;IFSC;3512507192;4
2021;IFSC;2890119389;3
2021;IFSC;4081073545;5
2021;IFSC;335249821;4
2021;IFSC;405079264;5
2021;IFSC;3089183416;4
2021;IFSC;2849506487;3
2021;IFSC;2887219177;3
2021;IFSC;3831764174;4
2021;IFSC;3266043925;4
2021;IFSC;3377704888;4
2021;IFSC;2940779387;3
2021;IFSC;3042680337;4
2021;IFSC;2837679013;3
2021;IFSC;4058092028;5
2021;IFSC;400329495;5
2021;IFSERTAO-PE;2695885804;3
2021;IFSERTAO-PE;3883235013;4
2021;IFSERTAO-PE;3126550894;4
2021;IFSERTAO-PE;3278240164;4
2021;IFSERTAO-PE;2835568588;3
2021;IFSERTAO-PE;3553983939;4
2021;IFSERTAO-PE;3488239617;4
2021;IFSERTAO-PE;3941658713;4
2021;IFSERTAO-PE;405079264;5
2021;IFSERTAO-PE;313265412;4
2021;IFSERTAO-PE;3722787753;4
2021;IFSERTAO-PE;293390235;3
2021;IFSERTAO-PE;3508512042;4
2021;IFSERTAO-PE;2849506487;3
2021;IFSERTAO-PE;2863039275;3
2021;IFSERTAO-PE;334620836;4
2021;IFSERTAO-PE;2837679013;3
2021;IFSERTAO-PE;3611112844;4
2021;IFSERTAO-PE;2688384493;3
2021;IFSERTAO-PE;3114109;4
2021;IFSERTAO-PE;2965590173;4
2021;IFSERTAO-PE;4123139024;5
2021;IFSERTAO-PE;3373048788;4
2021;IFSERTAO-PE;400329495;5
2021;IFSERTAO-PE;3292811579;4
2021;IFSERTAO-PE;2849209604;3
2021;IFSERTAO-PE;3708137018;4
2021;IFSERTAO-PE;2927776053;3
2021;IFSERTAO-PE;356986275;4
2021;IFSERTAO-PE;2492294448;3
2021;IFSERTAO-PE;3027673073;4
2021;IFSERTAO-PE;3906819271;4
2021;IFSERTAO-PE;3506472556;4
2021;IFSERTAO-PE;3612885813;4
2021;IFSERTAO-PE;3620471285;4
2021;IFSERTAO-PE;3102641944;4
2021;IFSERTAO-PE;2960656557;4
2021;IFSERTAO-PE;3017890085;4
2021;IFSERTAO-PE;3051728893;4
2021;IFSERTAO-PE;4027566597;5
2021;IFSERTAO-PE;4165353459;5
2021;IFSERTAO-PE;3729463207;4
2021;IFSERTAO-PE;2940779387;3
2021;IFSERTAO-PE;2887219177;3
2021;IFSERTAO-PE;3377704888;4
2021;IFSERTAO-PE;3324683138;4
2021;IFSERTAO-PE;4058092028;5
2021;IFSERTAO-PE;2430536858;3
2021;IFSERTAO-PE;2988914465;4
2021;IFSERTAO-PE;3225937454;4
2021;IFSERTAO-PE;2496716327;3
2021;IFSERTAO-PE;2845015305;3
2021;IFSERTAO-PE;2210827218;3
2021;IFSERTAO-PE;3042680337;4
2021;IFSERTAO-PE;4302484121;5
2021;IFSERTAO-PE;3335696579;4
2021;IFSERTAO-PE;3509478483;4
2021;IFSERTAO-PE;3266043925;4
2021;IFSERTAO-PE;4081073545;5
2021;IFSERTAO-PE;2622672816;3
2021;IFSERTAO-PE;2661805133;3
2021;IFSERTAO-PE;3048186625;4
2021;IFSERTAO-PE;2856866334;3
2021;IFSERTAO-PE;2732657196;3
2021;IFSERTAO-PE;3307692363;4
2021;IFSERTAO-PE;336759351;4
2021;IFSERTAO-PE;2328300919;3
2021;IFSERTAO-PE;2923411951;3
2021;IFSERTAO-PE;4076238557;5
2021;IFSERTAO-PE;3576490485;4
2021;IFSERTAO-PE;3236517674;4
2021;IFSERTAO-PE;2403153013;3
2021;IFSERTAO-PE;3491957869;4
2021;IFSERTAO-PE;2825584097;3
2021;IFSERTAO-PE;3222894241;4
2021;IFSERTAO-PE;2245888744;3
2021;IFSERTAO-PE;3997807128;5
2021;IFSERTAO-PE;2850843609;3
2021;IFSERTAO-PE;3490974306;4
2021;IFSERTAO-PE;3831764174;4
2021;IFSERTAO-PE;3234727942;4
2021;IFSERTAO-PE;3441288643;4
2021;IFSERTAO-PE;2641762914;3
2021;IFSERTAO-PE;3512507192;4
2021;IFSERTAO-PE;3846247682;4
2021;IFSERTAO-PE;4300489861;5
2021;IFSERTAO-PE;3273782929;4
2021;IFSERTAO-PE;2536784039;3
2021;IFSERTAO-PE;306536013;4
2021;IFSERTAO-PE;;
2021;IFSERTAO-PE;2890119389;3
2021;IFSERTAO-PE;3390293399;4
2021;IFSERTAO-PE;3324348627;4
2021;IFSERTAO-PE;3189843941;4
2021;IFSERTAO-PE;414065135;5
2021;IFSERTAO-PE;2339542225;3
2021;IFSERTAO-PE;3549260646;4
2021;IFSERTAO-PE;3291531494;4
2021;IFSERTAO-PE;3506946459;4
2021;IFSERTAO-PE;335249821;4
2021;IFSERTAO-PE;2997071468;4
2021;IFSERTAO-PE;3512451573;4
2021;IFSERTAO-PE;3573005406;4
2021;IFSERTAO-PE;3089183416;4
2021;IFSP;2940779387;3
2021;IFSP;2536784039;3
2021;IFSP;3273782929;4
2021;IFSP;2849209604;3
2021;IFSP;306536013;4
2021;IFSP;3324348627;4
2021;IFSP;2732657196;3
2021;IFSP;3553983939;4
2021;IFSP;3611112844;4
2021;IFSP;334620836;4
2021;IFSP;3234727942;4
2021;IFSP;3506472556;4
2021;IFSP;2339542225;3
2021;IFSP;3307692363;4
2021;IFSP;3906819271;4
2021;IFSP;3883235013;4
2021;IFSP;3390293399;4
2021;IFSP;4081073545;5
2021;IFSP;2835568588;3
2021;IFSP;3573005406;4
2021;IFSP;3722787753;4
2021;IFSP;3291531494;4
2021;IFSP;3222894241;4
2021;IFSP;336759351;4
2021;IFSP;3997807128;5
2021;IFSP;2403153013;3
2021;IFSP;3509478483;4
2021;IFSP;2328300919;3
2021;IFSP;4302484121;5
2021;IFSP;3488239617;4
2021;IFSP;2856866334;3
2021;IFSP;3576490485;4
2021;IFSP;3612885813;4
2021;IFSP;2825584097;3
2021;IFSP;2641762914;3
2021;IFSP;414065135;5
2021;IFSP;3189843941;4
2021;IFSP;2688384493;3
2021;IFSP;3324683138;4
2021;IFSP;3512507192;4
2021;IFSP;3278240164;4
2021;IFSP;3508512042;4
2021;IFSP;313265412;4
2021;IFSP;2863039275;3
2021;IFSP;3335696579;4
2021;IFSP;2661805133;3
2021;IFSP;3042680337;4
2021;IFSP;3620471285;4
2021;IFSP;3708137018;4
2021;IFSP;4165353459;5
2021;IFSP;3027673073;4
2021;IFSP;3729463207;4
2021;IFSP;3441288643;4
2021;IFSP;2997071468;4
2021;IFSP;2849506487;3
2021;IFSP;3491957869;4
2021;IFSP;335249821;4
2021;IFSP;3506946459;4
2021;IFSP;3266043925;4
2021;IFSP;2927776053;3
2021;IFSP;405079264;5
2021;IFSP;3236517674;4
2021;IFSP;2988914465;4
2021;IFSP;400329495;5
2021;IFSP;2210827218;3
2021;IFSP;4058092028;5
2021;IFSP;2887219177;3
2021;IFSP;4300489861;5
2021;IFSP;3102641944;4
2021;IFSP;3373048788;4
2021;IFSP;;
2021;IFSP;2837679013;3
2021;IFSP;3846247682;4
2021;IFSP;2622672816;3
2021;IFSP;2430536858;3
2021;IFSP;2245888744;3
2021;IFSP;3225937454;4
2021;IFSP;2960656557;4
2021;IFSP;2923411951;3
2021;IFSP;356986275;4
2021;IFSP;4123139024;5
2021;IFSP;3051728893;4
2021;IFSP;2845015305;3
2021;IFSP;3831764174;4
2021;IFSP;3512451573;4
2021;IFSP;3017890085;4
2021;IFSP;4027566597;5
2021;IFSP;3126550894;4
2021;IFSP;3292811579;4
2021;IFSP;3377704888;4
2021;IFSP;2496716327;3
2021;IFSP;293390235;3
2021;IFSP;3941658713;4
2021;IFSP;2965590173;4
2021;IFSP;4076238557;5
2021;IFSP;3048186625;4
2021;IFSP;2850843609;3
2021;IFSP;3549260646;4
2021;IFSP;2695885804;3
2021;IFSP;3490974306;4
2021;IFSP;2492294448;3
2021;IFSP;2890119389;3
2021;IFSP;3114109;4
2021;IFSP;3089183416;4
2021;IFSUDESTEMG;334620836;4
2021;IFSUDESTEMG;3236517674;4
2021;IFSUDESTEMG;3611112844;4
2021;IFSUDESTEMG;3612885813;4
2021;IFSUDESTEMG;3506472556;4
2021;IFSUDESTEMG;3377704888;4
2021;IFSUDESTEMG;2210827218;3
2021;IFSUDESTEMG;3490974306;4
2021;IFSUDESTEMG;3266043925;4
2021;IFSUDESTEMG;2849506487;3
2021;IFSUDESTEMG;4058092028;5
2021;IFSUDESTEMG;3324683138;4
2021;IFSUDESTEMG;335249821;4
2021;IFSUDESTEMG;400329495;5
2021;IFSUDESTEMG;405079264;5
2021;IFSUDESTEMG;4027566597;5
2021;IFSUDESTEMG;2688384493;3
2021;IFSUDESTEMG;3027673073;4
2021;IFSUDESTEMG;2496716327;3
2021;IFSUDESTEMG;3729463207;4
2021;IFSUDESTEMG;4165353459;5
2021;IFSUDESTEMG;3491957869;4
2021;IFSUDESTEMG;3273782929;4
2021;IFSUDESTEMG;3831764174;4
2021;IFSUDESTEMG;293390235;3
2021;IFSUDESTEMG;2887219177;3
2021;IFSUDESTEMG;3051728893;4
2021;IFSUDESTEMG;3620471285;4
2021;IFSUDESTEMG;313265412;4
2021;IFSUDESTEMG;2927776053;3
2021;IFSUDESTEMG;3234727942;4
2021;IFSUDESTEMG;2849209604;3
2021;IFSUDESTEMG;306536013;4
2021;IFSUDESTEMG;2863039275;3
2021;IFSUDESTEMG;3189843941;4
2021;IFSUDESTEMG;414065135;5
2021;IFSUDESTEMG;3278240164;4
2021;IFSUDESTEMG;3941658713;4
2021;IFSUDESTEMG;3292811579;4
2021;IFSUDESTEMG;3722787753;4
2021;IFSUDESTEMG;4076238557;5
2021;IFSUDESTEMG;2997071468;4
2021;IFSUDESTEMG;2825584097;3
2021;IFSUDESTEMG;3576490485;4
2021;IFSUDESTEMG;3335696579;4
2021;IFSUDESTEMG;4300489861;5
2021;IFSUDESTEMG;3553983939;4
2021;IFSUDESTEMG;3549260646;4
2021;IFSUDESTEMG;2856866334;3
2021;IFSUDESTEMG;4302484121;5
2021;IFSUDESTEMG;3509478483;4
2021;IFSUDESTEMG;336759351;4
2021;IFSUDESTEMG;3506946459;4
2021;IFSUDESTEMG;3324348627;4
2021;IFSUDESTEMG;2661805133;3
2021;IFSUDESTEMG;3222894241;4
2021;IFSUDESTEMG;2403153013;3
2021;IFSUDESTEMG;2850843609;3
2021;IFSUDESTEMG;3390293399;4
2021;IFSUDESTEMG;3048186625;4
2021;IFSUDESTEMG;3997807128;5
2021;IFSUDESTEMG;3708137018;4
2021;IFSUDESTEMG;2837679013;3
2021;IFSUDESTEMG;2328300919;3
2021;IFSUDESTEMG;3906819271;4
2021;IFSUDESTEMG;3042680337;4
2021;IFSUDESTEMG;2536784039;3
2021;IFSUDESTEMG;;
2021;IFSUDESTEMG;3307692363;4
2021;IFSUDESTEMG;3291531494;4
2021;IFSUDESTEMG;3508512042;4
2021;IFSUDESTEMG;2835568588;3
2021;IFSUDESTEMG;2641762914;3
2021;IFSUDESTEMG;2732657196;3
2021;IFSUDESTEMG;3441288643;4
2021;IFSUDESTEMG;2339542225;3
