Ano;Sigla;Área de Avaliação;CPC (Faixa)
2019;IFRN;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2019;IFRN;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2019;IFRN;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2019;IFRN;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2019;IFRN;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2019;IFRN;TECNOLOGIA EM RADIOLOGIA;3
2019;IFRN;TECNOLOGIA EM RADIOLOGIA;4
2019;IFRN;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2019;IFRN;ZOOTECNIA;2
2019;IFRN;ZOOTECNIA;3
2019;IFRN;ZOOTECNIA;4
2019;IFRN;ZOOTECNIA;5
2019;IFRO;AGRONOMIA;2
2019;IFRO;AGRONOMIA;3
2019;IFRO;AGRONOMIA;4
2019;IFRO;AGRONOMIA;5
2019;IFRO;ARQUITETURA E URBANISMO;3
2019;IFRO;ARQUITETURA E URBANISMO;4
2019;IFRO;ARQUITETURA E URBANISMO;5
2019;IFRO;BIOMEDICINA;3
2019;IFRO;BIOMEDICINA;4
2019;IFRO;EDUCAÇÃO FÍSICA (BACHARELADO);3
2019;IFRO;EDUCAÇÃO FÍSICA (BACHARELADO);4
2019;IFRO;ENFERMAGEM;0
2019;IFRO;ENFERMAGEM;3
2019;IFRO;ENFERMAGEM;4
2019;IFRO;ENFERMAGEM;5
2019;IFRO;ENGENHARIA AMBIENTAL;0
2019;IFRO;ENGENHARIA AMBIENTAL;3
2019;IFRO;ENGENHARIA AMBIENTAL;4
2019;IFRO;ENGENHARIA AMBIENTAL;5
2019;IFRO;ENGENHARIA CIVIL;3
2019;IFRO;ENGENHARIA CIVIL;4
2019;IFRO;ENGENHARIA CIVIL;5
2019;IFRO;ENGENHARIA DA COMPUTAÇÃO;3
2019;IFRO;ENGENHARIA DA COMPUTAÇÃO;4
2019;IFRO;ENGENHARIA DA COMPUTAÇÃO;5
2019;IFRO;ENGENHARIA DE ALIMENTOS;3
2019;IFRO;ENGENHARIA DE ALIMENTOS;4
2019;IFRO;ENGENHARIA DE ALIMENTOS;5
2019;IFRO;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2019;IFRO;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2019;IFRO;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2019;IFRO;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2019;IFRO;ENGENHARIA DE PRODUÇÃO;3
2019;IFRO;ENGENHARIA DE PRODUÇÃO;4
2019;IFRO;ENGENHARIA DE PRODUÇÃO;5
2019;IFRO;ENGENHARIA ELÉTRICA;0
2019;IFRO;ENGENHARIA ELÉTRICA;3
2019;IFRO;ENGENHARIA ELÉTRICA;4
2019;IFRO;ENGENHARIA ELÉTRICA;5
2019;IFRO;ENGENHARIA FLORESTAL;2
2019;IFRO;ENGENHARIA FLORESTAL;3
2019;IFRO;ENGENHARIA FLORESTAL;4
2019;IFRO;ENGENHARIA FLORESTAL;5
2019;IFRO;ENGENHARIA MECÂNICA;2
2019;IFRO;ENGENHARIA MECÂNICA;3
2019;IFRO;ENGENHARIA MECÂNICA;4
2019;IFRO;ENGENHARIA MECÂNICA;5
2019;IFRO;ENGENHARIA QUÍMICA;3
2019;IFRO;ENGENHARIA QUÍMICA;4
2019;IFRO;ENGENHARIA QUÍMICA;5
2019;IFRO;FARMÁCIA;3
2019;IFRO;FARMÁCIA;4
2019;IFRO;FISIOTERAPIA;3
2019;IFRO;FISIOTERAPIA;4
2019;IFRO;FISIOTERAPIA;5
2019;IFRO;FONOAUDIOLOGIA;3
2019;IFRO;FONOAUDIOLOGIA;4
2019;IFRO;MEDICINA;2
2019;IFRO;MEDICINA;3
2019;IFRO;MEDICINA;4
2019;IFRO;MEDICINA VETERINÁRIA;2
2019;IFRO;MEDICINA VETERINÁRIA;3
2019;IFRO;MEDICINA VETERINÁRIA;4
2019;IFRO;MEDICINA VETERINÁRIA;5
2019;IFRO;NUTRIÇÃO;3
2019;IFRO;NUTRIÇÃO;4
2019;IFRO;NUTRIÇÃO;5
2019;IFRO;ODONTOLOGIA;3
2019;IFRO;ODONTOLOGIA;4
2019;IFRO;ODONTOLOGIA;5
2019;IFRO;TECNOLOGIA EM AGRONEGÓCIOS;3
2019;IFRO;TECNOLOGIA EM AGRONEGÓCIOS;4
2019;IFRO;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2019;IFRO;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2019;IFRO;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2019;IFRO;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2019;IFRO;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2019;IFRO;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2019;IFRO;TECNOLOGIA EM RADIOLOGIA;3
2019;IFRO;TECNOLOGIA EM RADIOLOGIA;4
2019;IFRO;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2019;IFRO;ZOOTECNIA;2
2019;IFRO;ZOOTECNIA;3
2019;IFRO;ZOOTECNIA;4
2019;IFRO;ZOOTECNIA;5
2019;IFRR;AGRONOMIA;2
2019;IFRR;AGRONOMIA;3
2019;IFRR;AGRONOMIA;4
2019;IFRR;AGRONOMIA;5
2019;IFRR;ARQUITETURA E URBANISMO;3
2019;IFRR;ARQUITETURA E URBANISMO;4
2019;IFRR;ARQUITETURA E URBANISMO;5
2019;IFRR;BIOMEDICINA;3
2019;IFRR;BIOMEDICINA;4
2019;IFRR;EDUCAÇÃO FÍSICA (BACHARELADO);3
2019;IFRR;EDUCAÇÃO FÍSICA (BACHARELADO);4
2019;IFRR;ENFERMAGEM;0
2019;IFRR;ENFERMAGEM;3
2019;IFRR;ENFERMAGEM;4
2019;IFRR;ENFERMAGEM;5
2019;IFRR;ENGENHARIA AMBIENTAL;0
2019;IFRR;ENGENHARIA AMBIENTAL;3
2019;IFRR;ENGENHARIA AMBIENTAL;4
2019;IFRR;ENGENHARIA AMBIENTAL;5
2019;IFRR;ENGENHARIA CIVIL;3
2019;IFRR;ENGENHARIA CIVIL;4
2019;IFRR;ENGENHARIA CIVIL;5
2019;IFRR;ENGENHARIA DA COMPUTAÇÃO;3
2019;IFRR;ENGENHARIA DA COMPUTAÇÃO;4
2019;IFRR;ENGENHARIA DA COMPUTAÇÃO;5
2019;IFRR;ENGENHARIA DE ALIMENTOS;3
2019;IFRR;ENGENHARIA DE ALIMENTOS;4
2019;IFRR;ENGENHARIA DE ALIMENTOS;5
2019;IFRR;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2019;IFRR;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2019;IFRR;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2019;IFRR;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2019;IFRR;ENGENHARIA DE PRODUÇÃO;3
2019;IFRR;ENGENHARIA DE PRODUÇÃO;4
2019;IFRR;ENGENHARIA DE PRODUÇÃO;5
2019;IFRR;ENGENHARIA ELÉTRICA;0
2019;IFRR;ENGENHARIA ELÉTRICA;3
2019;IFRR;ENGENHARIA ELÉTRICA;4
2019;IFRR;ENGENHARIA ELÉTRICA;5
2019;IFRR;ENGENHARIA FLORESTAL;2
2019;IFRR;ENGENHARIA FLORESTAL;3
2019;IFRR;ENGENHARIA FLORESTAL;4
2019;IFRR;ENGENHARIA FLORESTAL;5
2019;IFRR;ENGENHARIA MECÂNICA;2
2019;IFRR;ENGENHARIA MECÂNICA;3
2019;IFRR;ENGENHARIA MECÂNICA;4
2019;IFRR;ENGENHARIA MECÂNICA;5
2019;IFRR;ENGENHARIA QUÍMICA;3
2019;IFRR;ENGENHARIA QUÍMICA;4
2019;IFRR;ENGENHARIA QUÍMICA;5
2019;IFRR;FARMÁCIA;3
2019;IFRR;FARMÁCIA;4
2019;IFRR;FISIOTERAPIA;3
2019;IFRR;FISIOTERAPIA;4
2019;IFRR;FISIOTERAPIA;5
2019;IFRR;FONOAUDIOLOGIA;3
2019;IFRR;FONOAUDIOLOGIA;4
2019;IFRR;MEDICINA;2
2019;IFRR;MEDICINA;3
2019;IFRR;MEDICINA;4
2019;IFRR;MEDICINA VETERINÁRIA;2
2019;IFRR;MEDICINA VETERINÁRIA;3
2019;IFRR;MEDICINA VETERINÁRIA;4
2019;IFRR;MEDICINA VETERINÁRIA;5
2019;IFRR;NUTRIÇÃO;3
2019;IFRR;NUTRIÇÃO;4
2019;IFRR;NUTRIÇÃO;5
2019;IFRR;ODONTOLOGIA;3
2019;IFRR;ODONTOLOGIA;4
2019;IFRR;ODONTOLOGIA;5
2019;IFRR;TECNOLOGIA EM AGRONEGÓCIOS;3
2019;IFRR;TECNOLOGIA EM AGRONEGÓCIOS;4
2019;IFRR;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2019;IFRR;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2019;IFRR;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2019;IFRR;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2019;IFRR;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2019;IFRR;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2019;IFRR;TECNOLOGIA EM RADIOLOGIA;3
2019;IFRR;TECNOLOGIA EM RADIOLOGIA;4
2019;IFRR;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2019;IFRR;ZOOTECNIA;2
2019;IFRR;ZOOTECNIA;3
2019;IFRR;ZOOTECNIA;4
2019;IFRR;ZOOTECNIA;5
2019;IFRS;AGRONOMIA;2
2019;IFRS;AGRONOMIA;3
2019;IFRS;AGRONOMIA;4
2019;IFRS;AGRONOMIA;5
2019;IFRS;ARQUITETURA E URBANISMO;3
2019;IFRS;ARQUITETURA E URBANISMO;4
2019;IFRS;ARQUITETURA E URBANISMO;5
2019;IFRS;BIOMEDICINA;3
2019;IFRS;BIOMEDICINA;4
2019;IFRS;EDUCAÇÃO FÍSICA (BACHARELADO);3
2019;IFRS;EDUCAÇÃO FÍSICA (BACHARELADO);4
2019;IFRS;ENFERMAGEM;0
2019;IFRS;ENFERMAGEM;3
2019;IFRS;ENFERMAGEM;4
2019;IFRS;ENFERMAGEM;5
2019;IFRS;ENGENHARIA AMBIENTAL;0
2019;IFRS;ENGENHARIA AMBIENTAL;3
2019;IFRS;ENGENHARIA AMBIENTAL;4
2019;IFRS;ENGENHARIA AMBIENTAL;5
2019;IFRS;ENGENHARIA CIVIL;3
2019;IFRS;ENGENHARIA CIVIL;4
2019;IFRS;ENGENHARIA CIVIL;5
2019;IFRS;ENGENHARIA DA COMPUTAÇÃO;3
2019;IFRS;ENGENHARIA DA COMPUTAÇÃO;4
2019;IFRS;ENGENHARIA DA COMPUTAÇÃO;5
2019;IFRS;ENGENHARIA DE ALIMENTOS;3
2019;IFRS;ENGENHARIA DE ALIMENTOS;4
2019;IFRS;ENGENHARIA DE ALIMENTOS;5
2019;IFRS;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2019;IFRS;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2019;IFRS;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2019;IFRS;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2019;IFRS;ENGENHARIA DE PRODUÇÃO;3
2019;IFRS;ENGENHARIA DE PRODUÇÃO;4
2019;IFRS;ENGENHARIA DE PRODUÇÃO;5
2019;IFRS;ENGENHARIA ELÉTRICA;0
2019;IFRS;ENGENHARIA ELÉTRICA;3
2019;IFRS;ENGENHARIA ELÉTRICA;4
2019;IFRS;ENGENHARIA ELÉTRICA;5
2019;IFRS;ENGENHARIA FLORESTAL;2
2019;IFRS;ENGENHARIA FLORESTAL;3
2019;IFRS;ENGENHARIA FLORESTAL;4
2019;IFRS;ENGENHARIA FLORESTAL;5
2019;IFRS;ENGENHARIA MECÂNICA;2
2019;IFRS;ENGENHARIA MECÂNICA;3
2019;IFRS;ENGENHARIA MECÂNICA;4
2019;IFRS;ENGENHARIA MECÂNICA;5
2019;IFRS;ENGENHARIA QUÍMICA;3
2019;IFRS;ENGENHARIA QUÍMICA;4
2019;IFRS;ENGENHARIA QUÍMICA;5
2019;IFRS;FARMÁCIA;3
2019;IFRS;FARMÁCIA;4
2019;IFRS;FISIOTERAPIA;3
2019;IFRS;FISIOTERAPIA;4
2019;IFRS;FISIOTERAPIA;5
2019;IFRS;FONOAUDIOLOGIA;3
2019;IFRS;FONOAUDIOLOGIA;4
2019;IFRS;MEDICINA;2
2019;IFRS;MEDICINA;3
2019;IFRS;MEDICINA;4
2019;IFRS;MEDICINA VETERINÁRIA;2
2019;IFRS;MEDICINA VETERINÁRIA;3
2019;IFRS;MEDICINA VETERINÁRIA;4
2019;IFRS;MEDICINA VETERINÁRIA;5
2019;IFRS;NUTRIÇÃO;3
2019;IFRS;NUTRIÇÃO;4
2019;IFRS;NUTRIÇÃO;5
2019;IFRS;ODONTOLOGIA;3
2019;IFRS;ODONTOLOGIA;4
2019;IFRS;ODONTOLOGIA;5
2019;IFRS;TECNOLOGIA EM AGRONEGÓCIOS;3
2019;IFRS;TECNOLOGIA EM AGRONEGÓCIOS;4
2019;IFRS;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2019;IFRS;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2019;IFRS;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2019;IFRS;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2019;IFRS;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2019;IFRS;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2019;IFRS;TECNOLOGIA EM RADIOLOGIA;3
2019;IFRS;TECNOLOGIA EM RADIOLOGIA;4
2019;IFRS;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2019;IFRS;ZOOTECNIA;2
2019;IFRS;ZOOTECNIA;3
2019;IFRS;ZOOTECNIA;4
2019;IFRS;ZOOTECNIA;5
2019;IFS;AGRONOMIA;2
2019;IFS;AGRONOMIA;3
2019;IFS;AGRONOMIA;4
2019;IFS;AGRONOMIA;5
2019;IFS;ARQUITETURA E URBANISMO;3
2019;IFS;ARQUITETURA E URBANISMO;4
2019;IFS;ARQUITETURA E URBANISMO;5
2019;IFS;BIOMEDICINA;3
2019;IFS;BIOMEDICINA;4
2019;IFS;EDUCAÇÃO FÍSICA (BACHARELADO);3
2019;IFS;EDUCAÇÃO FÍSICA (BACHARELADO);4
2019;IFS;ENFERMAGEM;0
2019;IFS;ENFERMAGEM;3
2019;IFS;ENFERMAGEM;4
2019;IFS;ENFERMAGEM;5
2019;IFS;ENGENHARIA AMBIENTAL;0
2019;IFS;ENGENHARIA AMBIENTAL;3
2019;IFS;ENGENHARIA AMBIENTAL;4
2019;IFS;ENGENHARIA AMBIENTAL;5
2019;IFS;ENGENHARIA CIVIL;3
2019;IFS;ENGENHARIA CIVIL;4
2019;IFS;ENGENHARIA CIVIL;5
2019;IFS;ENGENHARIA DA COMPUTAÇÃO;3
2019;IFS;ENGENHARIA DA COMPUTAÇÃO;4
2019;IFS;ENGENHARIA DA COMPUTAÇÃO;5
2019;IFS;ENGENHARIA DE ALIMENTOS;3
2019;IFS;ENGENHARIA DE ALIMENTOS;4
2019;IFS;ENGENHARIA DE ALIMENTOS;5
2019;IFS;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2019;IFS;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2019;IFS;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2019;IFS;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2019;IFS;ENGENHARIA DE PRODUÇÃO;3
2019;IFS;ENGENHARIA DE PRODUÇÃO;4
2019;IFS;ENGENHARIA DE PRODUÇÃO;5
2019;IFS;ENGENHARIA ELÉTRICA;0
2019;IFS;ENGENHARIA ELÉTRICA;3
2019;IFS;ENGENHARIA ELÉTRICA;4
2019;IFS;ENGENHARIA ELÉTRICA;5
2019;IFS;ENGENHARIA FLORESTAL;2
2019;IFS;ENGENHARIA FLORESTAL;3
2019;IFS;ENGENHARIA FLORESTAL;4
2019;IFS;ENGENHARIA FLORESTAL;5
2019;IFS;ENGENHARIA MECÂNICA;2
2019;IFS;ENGENHARIA MECÂNICA;3
2019;IFS;ENGENHARIA MECÂNICA;4
2019;IFS;ENGENHARIA MECÂNICA;5
2019;IFS;ENGENHARIA QUÍMICA;3
2019;IFS;ENGENHARIA QUÍMICA;4
2019;IFS;ENGENHARIA QUÍMICA;5
2019;IFS;FARMÁCIA;3
2019;IFS;FARMÁCIA;4
2019;IFS;FISIOTERAPIA;3
2019;IFS;FISIOTERAPIA;4
2019;IFS;FISIOTERAPIA;5
2019;IFS;FONOAUDIOLOGIA;3
2019;IFS;FONOAUDIOLOGIA;4
2019;IFS;MEDICINA;2
2019;IFS;MEDICINA;3
2019;IFS;MEDICINA;4
2019;IFS;MEDICINA VETERINÁRIA;2
2019;IFS;MEDICINA VETERINÁRIA;3
2019;IFS;MEDICINA VETERINÁRIA;4
2019;IFS;MEDICINA VETERINÁRIA;5
2019;IFS;NUTRIÇÃO;3
2019;IFS;NUTRIÇÃO;4
2019;IFS;NUTRIÇÃO;5
2019;IFS;ODONTOLOGIA;3
2019;IFS;ODONTOLOGIA;4
2019;IFS;ODONTOLOGIA;5
2019;IFS;TECNOLOGIA EM AGRONEGÓCIOS;3
2019;IFS;TECNOLOGIA EM AGRONEGÓCIOS;4
2019;IFS;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2019;IFS;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2019;IFS;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2019;IFS;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2019;IFS;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2019;IFS;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2019;IFS;TECNOLOGIA EM RADIOLOGIA;3
2019;IFS;TECNOLOGIA EM RADIOLOGIA;4
2019;IFS;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2019;IFS;ZOOTECNIA;2
2019;IFS;ZOOTECNIA;3
2019;IFS;ZOOTECNIA;4
2019;IFS;ZOOTECNIA;5
2019;IFSC;AGRONOMIA;2
2019;IFSC;AGRONOMIA;3
2019;IFSC;AGRONOMIA;4
2019;IFSC;AGRONOMIA;5
2019;IFSC;ARQUITETURA E URBANISMO;3
2019;IFSC;ARQUITETURA E URBANISMO;4
2019;IFSC;ARQUITETURA E URBANISMO;5
2019;IFSC;BIOMEDICINA;3
2019;IFSC;BIOMEDICINA;4
2019;IFSC;EDUCAÇÃO FÍSICA (BACHARELADO);3
2019;IFSC;EDUCAÇÃO FÍSICA (BACHARELADO);4
2019;IFSC;ENFERMAGEM;0
2019;IFSC;ENFERMAGEM;3
2019;IFSC;ENFERMAGEM;4
2019;IFSC;ENFERMAGEM;5
2019;IFSC;ENGENHARIA AMBIENTAL;0
2019;IFSC;ENGENHARIA AMBIENTAL;3
2019;IFSC;ENGENHARIA AMBIENTAL;4
2019;IFSC;ENGENHARIA AMBIENTAL;5
2019;IFSC;ENGENHARIA CIVIL;3
2019;IFSC;ENGENHARIA CIVIL;4
2019;IFSC;ENGENHARIA CIVIL;5
2019;IFSC;ENGENHARIA DA COMPUTAÇÃO;3
2019;IFSC;ENGENHARIA DA COMPUTAÇÃO;4
2019;IFSC;ENGENHARIA DA COMPUTAÇÃO;5
2019;IFSC;ENGENHARIA DE ALIMENTOS;3
2019;IFSC;ENGENHARIA DE ALIMENTOS;4
2019;IFSC;ENGENHARIA DE ALIMENTOS;5
2019;IFSC;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2019;IFSC;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2019;IFSC;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2019;IFSC;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2019;IFSC;ENGENHARIA DE PRODUÇÃO;3
2019;IFSC;ENGENHARIA DE PRODUÇÃO;4
2019;IFSC;ENGENHARIA DE PRODUÇÃO;5
2019;IFSC;ENGENHARIA ELÉTRICA;0
2019;IFSC;ENGENHARIA ELÉTRICA;3
2019;IFSC;ENGENHARIA ELÉTRICA;4
2019;IFSC;ENGENHARIA ELÉTRICA;5
2019;IFSC;ENGENHARIA FLORESTAL;2
2019;IFSC;ENGENHARIA FLORESTAL;3
2019;IFSC;ENGENHARIA FLORESTAL;4
2019;IFSC;ENGENHARIA FLORESTAL;5
2019;IFSC;ENGENHARIA MECÂNICA;2
2019;IFSC;ENGENHARIA MECÂNICA;3
2019;IFSC;ENGENHARIA MECÂNICA;4
2019;IFSC;ENGENHARIA MECÂNICA;5
2019;IFSC;ENGENHARIA QUÍMICA;3
2019;IFSC;ENGENHARIA QUÍMICA;4
2019;IFSC;ENGENHARIA QUÍMICA;5
2019;IFSC;FARMÁCIA;3
2019;IFSC;FARMÁCIA;4
2019;IFSC;FISIOTERAPIA;3
2019;IFSC;FISIOTERAPIA;4
2019;IFSC;FISIOTERAPIA;5
2019;IFSC;FONOAUDIOLOGIA;3
2019;IFSC;FONOAUDIOLOGIA;4
2019;IFSC;MEDICINA;2
2019;IFSC;MEDICINA;3
2019;IFSC;MEDICINA;4
2019;IFSC;MEDICINA VETERINÁRIA;2
2019;IFSC;MEDICINA VETERINÁRIA;3
2019;IFSC;MEDICINA VETERINÁRIA;4
2019;IFSC;MEDICINA VETERINÁRIA;5
2019;IFSC;NUTRIÇÃO;3
2019;IFSC;NUTRIÇÃO;4
2019;IFSC;NUTRIÇÃO;5
2019;IFSC;ODONTOLOGIA;3
2019;IFSC;ODONTOLOGIA;4
2019;IFSC;ODONTOLOGIA;5
2019;IFSC;TECNOLOGIA EM AGRONEGÓCIOS;3
2019;IFSC;TECNOLOGIA EM AGRONEGÓCIOS;4
2019;IFSC;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2019;IFSC;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2019;IFSC;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2019;IFSC;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2019;IFSC;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2019;IFSC;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2019;IFSC;TECNOLOGIA EM RADIOLOGIA;3
2019;IFSC;TECNOLOGIA EM RADIOLOGIA;4
2019;IFSC;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2019;IFSC;ZOOTECNIA;2
2019;IFSC;ZOOTECNIA;3
2019;IFSC;ZOOTECNIA;4
2019;IFSC;ZOOTECNIA;5
2019;IFSERTAO-PE;AGRONOMIA;2
2019;IFSERTAO-PE;AGRONOMIA;3
2019;IFSERTAO-PE;AGRONOMIA;4
2019;IFSERTAO-PE;AGRONOMIA;5
2019;IFSERTAO-PE;ARQUITETURA E URBANISMO;3
2019;IFSERTAO-PE;ARQUITETURA E URBANISMO;4
2019;IFSERTAO-PE;ARQUITETURA E URBANISMO;5
2019;IFSERTAO-PE;BIOMEDICINA;3
2019;IFSERTAO-PE;BIOMEDICINA;4
2019;IFSERTAO-PE;EDUCAÇÃO FÍSICA (BACHARELADO);3
2019;IFSERTAO-PE;EDUCAÇÃO FÍSICA (BACHARELADO);4
2019;IFSERTAO-PE;ENFERMAGEM;0
2019;IFSERTAO-PE;ENFERMAGEM;3
2019;IFSERTAO-PE;ENFERMAGEM;4
2019;IFSERTAO-PE;ENFERMAGEM;5
2019;IFSERTAO-PE;ENGENHARIA AMBIENTAL;0
2019;IFSERTAO-PE;ENGENHARIA AMBIENTAL;3
2019;IFSERTAO-PE;ENGENHARIA AMBIENTAL;4
2019;IFSERTAO-PE;ENGENHARIA AMBIENTAL;5
2019;IFSERTAO-PE;ENGENHARIA CIVIL;3
2019;IFSERTAO-PE;ENGENHARIA CIVIL;4
2019;IFSERTAO-PE;ENGENHARIA CIVIL;5
2019;IFSERTAO-PE;ENGENHARIA DA COMPUTAÇÃO;3
2019;IFSERTAO-PE;ENGENHARIA DA COMPUTAÇÃO;4
2019;IFSERTAO-PE;ENGENHARIA DA COMPUTAÇÃO;5
2019;IFSERTAO-PE;ENGENHARIA DE ALIMENTOS;3
2019;IFSERTAO-PE;ENGENHARIA DE ALIMENTOS;4
2019;IFSERTAO-PE;ENGENHARIA DE ALIMENTOS;5
2019;IFSERTAO-PE;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2019;IFSERTAO-PE;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2019;IFSERTAO-PE;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2019;IFSERTAO-PE;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2019;IFSERTAO-PE;ENGENHARIA DE PRODUÇÃO;3
2019;IFSERTAO-PE;ENGENHARIA DE PRODUÇÃO;4
2019;IFSERTAO-PE;ENGENHARIA DE PRODUÇÃO;5
2019;IFSERTAO-PE;ENGENHARIA ELÉTRICA;0
2019;IFSERTAO-PE;ENGENHARIA ELÉTRICA;3
2019;IFSERTAO-PE;ENGENHARIA ELÉTRICA;4
2019;IFSERTAO-PE;ENGENHARIA ELÉTRICA;5
2019;IFSERTAO-PE;ENGENHARIA FLORESTAL;2
2019;IFSERTAO-PE;ENGENHARIA FLORESTAL;3
2019;IFSERTAO-PE;ENGENHARIA FLORESTAL;4
2019;IFSERTAO-PE;ENGENHARIA FLORESTAL;5
2019;IFSERTAO-PE;ENGENHARIA MECÂNICA;2
2019;IFSERTAO-PE;ENGENHARIA MECÂNICA;3
2019;IFSERTAO-PE;ENGENHARIA MECÂNICA;4
2019;IFSERTAO-PE;ENGENHARIA MECÂNICA;5
2019;IFSERTAO-PE;ENGENHARIA QUÍMICA;3
2019;IFSERTAO-PE;ENGENHARIA QUÍMICA;4
2019;IFSERTAO-PE;ENGENHARIA QUÍMICA;5
2019;IFSERTAO-PE;FARMÁCIA;3
2019;IFSERTAO-PE;FARMÁCIA;4
2019;IFSERTAO-PE;FISIOTERAPIA;3
2019;IFSERTAO-PE;FISIOTERAPIA;4
2019;IFSERTAO-PE;FISIOTERAPIA;5
2019;IFSERTAO-PE;FONOAUDIOLOGIA;3
2019;IFSERTAO-PE;FONOAUDIOLOGIA;4
2019;IFSERTAO-PE;MEDICINA;2
2019;IFSERTAO-PE;MEDICINA;3
2019;IFSERTAO-PE;MEDICINA;4
2019;IFSERTAO-PE;MEDICINA VETERINÁRIA;2
2019;IFSERTAO-PE;MEDICINA VETERINÁRIA;3
2019;IFSERTAO-PE;MEDICINA VETERINÁRIA;4
2019;IFSERTAO-PE;MEDICINA VETERINÁRIA;5
2019;IFSERTAO-PE;NUTRIÇÃO;3
2019;IFSERTAO-PE;NUTRIÇÃO;4
2019;IFSERTAO-PE;NUTRIÇÃO;5
2019;IFSERTAO-PE;ODONTOLOGIA;3
2019;IFSERTAO-PE;ODONTOLOGIA;4
2019;IFSERTAO-PE;ODONTOLOGIA;5
2019;IFSERTAO-PE;TECNOLOGIA EM AGRONEGÓCIOS;3
2019;IFSERTAO-PE;TECNOLOGIA EM AGRONEGÓCIOS;4
2019;IFSERTAO-PE;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2019;IFSERTAO-PE;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2019;IFSERTAO-PE;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2019;IFSERTAO-PE;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2019;IFSERTAO-PE;TECNOLOGIA EM GESTÃO HOSPITALAR;3
