Ano;Sigla;Área de Avaliação;CPC (Faixa)
2021;IFMG;ENGENHARIA DE ALIMENTOS;3
2021;IFMG;ENGENHARIA DE ALIMENTOS;4
2021;IFMG;ENGENHARIA DE ALIMENTOS;5
2021;IFMG;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;IFMG;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;IFMG;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;IFMG;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;IFMG;ENGENHARIA DE PRODUÇÃO;3
2021;IFMG;ENGENHARIA DE PRODUÇÃO;4
2021;IFMG;ENGENHARIA DE PRODUÇÃO;5
2021;IFMG;ENGENHARIA ELÉTRICA;0
2021;IFMG;ENGENHARIA ELÉTRICA;3
2021;IFMG;ENGENHARIA ELÉTRICA;4
2021;IFMG;ENGENHARIA ELÉTRICA;5
2021;IFMG;ENGENHARIA FLORESTAL;2
2021;IFMG;ENGENHARIA FLORESTAL;3
2021;IFMG;ENGENHARIA FLORESTAL;4
2021;IFMG;ENGENHARIA FLORESTAL;5
2021;IFMG;ENGENHARIA MECÂNICA;2
2021;IFMG;ENGENHARIA MECÂNICA;3
2021;IFMG;ENGENHARIA MECÂNICA;4
2021;IFMG;ENGENHARIA MECÂNICA;5
2021;IFMG;ENGENHARIA QUÍMICA;3
2021;IFMG;ENGENHARIA QUÍMICA;4
2021;IFMG;ENGENHARIA QUÍMICA;5
2021;IFMG;FARMÁCIA;3
2021;IFMG;FARMÁCIA;4
2021;IFMG;FISIOTERAPIA;3
2021;IFMG;FISIOTERAPIA;4
2021;IFMG;FISIOTERAPIA;5
2021;IFMG;FONOAUDIOLOGIA;3
2021;IFMG;FONOAUDIOLOGIA;4
2021;IFMG;MEDICINA;2
2021;IFMG;MEDICINA;3
2021;IFMG;MEDICINA;4
2021;IFMG;MEDICINA VETERINÁRIA;2
2021;IFMG;MEDICINA VETERINÁRIA;3
2021;IFMG;MEDICINA VETERINÁRIA;4
2021;IFMG;MEDICINA VETERINÁRIA;5
2021;IFMG;NUTRIÇÃO;3
2021;IFMG;NUTRIÇÃO;4
2021;IFMG;NUTRIÇÃO;5
2021;IFMG;ODONTOLOGIA;3
2021;IFMG;ODONTOLOGIA;4
2021;IFMG;ODONTOLOGIA;5
2021;IFMG;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;IFMG;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;IFMG;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;IFMG;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;IFMG;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;IFMG;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;IFMG;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;IFMG;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;IFMG;TECNOLOGIA EM RADIOLOGIA;3
2021;IFMG;TECNOLOGIA EM RADIOLOGIA;4
2021;IFMG;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;IFMG;ZOOTECNIA;2
2021;IFMG;ZOOTECNIA;3
2021;IFMG;ZOOTECNIA;4
2021;IFMG;ZOOTECNIA;5
2021;IFMS;AGRONOMIA;2
2021;IFMS;AGRONOMIA;3
2021;IFMS;AGRONOMIA;4
2021;IFMS;AGRONOMIA;5
2021;IFMS;ARQUITETURA E URBANISMO;3
2021;IFMS;ARQUITETURA E URBANISMO;4
2021;IFMS;ARQUITETURA E URBANISMO;5
2021;IFMS;BIOMEDICINA;3
2021;IFMS;BIOMEDICINA;4
2021;IFMS;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;IFMS;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;IFMS;ENFERMAGEM;0
2021;IFMS;ENFERMAGEM;3
2021;IFMS;ENFERMAGEM;4
2021;IFMS;ENFERMAGEM;5
2021;IFMS;ENGENHARIA AMBIENTAL;0
2021;IFMS;ENGENHARIA AMBIENTAL;3
2021;IFMS;ENGENHARIA AMBIENTAL;4
2021;IFMS;ENGENHARIA AMBIENTAL;5
2021;IFMS;ENGENHARIA CIVIL;3
2021;IFMS;ENGENHARIA CIVIL;4
2021;IFMS;ENGENHARIA CIVIL;5
2021;IFMS;ENGENHARIA DA COMPUTAÇÃO;3
2021;IFMS;ENGENHARIA DA COMPUTAÇÃO;4
2021;IFMS;ENGENHARIA DA COMPUTAÇÃO;5
2021;IFMS;ENGENHARIA DE ALIMENTOS;3
2021;IFMS;ENGENHARIA DE ALIMENTOS;4
2021;IFMS;ENGENHARIA DE ALIMENTOS;5
2021;IFMS;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;IFMS;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;IFMS;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;IFMS;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;IFMS;ENGENHARIA DE PRODUÇÃO;3
2021;IFMS;ENGENHARIA DE PRODUÇÃO;4
2021;IFMS;ENGENHARIA DE PRODUÇÃO;5
2021;IFMS;ENGENHARIA ELÉTRICA;0
2021;IFMS;ENGENHARIA ELÉTRICA;3
2021;IFMS;ENGENHARIA ELÉTRICA;4
2021;IFMS;ENGENHARIA ELÉTRICA;5
2021;IFMS;ENGENHARIA FLORESTAL;2
2021;IFMS;ENGENHARIA FLORESTAL;3
2021;IFMS;ENGENHARIA FLORESTAL;4
2021;IFMS;ENGENHARIA FLORESTAL;5
2021;IFMS;ENGENHARIA MECÂNICA;2
2021;IFMS;ENGENHARIA MECÂNICA;3
2021;IFMS;ENGENHARIA MECÂNICA;4
2021;IFMS;ENGENHARIA MECÂNICA;5
2021;IFMS;ENGENHARIA QUÍMICA;3
2021;IFMS;ENGENHARIA QUÍMICA;4
2021;IFMS;ENGENHARIA QUÍMICA;5
2021;IFMS;FARMÁCIA;3
2021;IFMS;FARMÁCIA;4
2021;IFMS;FISIOTERAPIA;3
2021;IFMS;FISIOTERAPIA;4
2021;IFMS;FISIOTERAPIA;5
2021;IFMS;FONOAUDIOLOGIA;3
2021;IFMS;FONOAUDIOLOGIA;4
2021;IFMS;MEDICINA;2
2021;IFMS;MEDICINA;3
2021;IFMS;MEDICINA;4
2021;IFMS;MEDICINA VETERINÁRIA;2
2021;IFMS;MEDICINA VETERINÁRIA;3
2021;IFMS;MEDICINA VETERINÁRIA;4
2021;IFMS;MEDICINA VETERINÁRIA;5
2021;IFMS;NUTRIÇÃO;3
2021;IFMS;NUTRIÇÃO;4
2021;IFMS;NUTRIÇÃO;5
2021;IFMS;ODONTOLOGIA;3
2021;IFMS;ODONTOLOGIA;4
2021;IFMS;ODONTOLOGIA;5
2021;IFMS;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;IFMS;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;IFMS;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;IFMS;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;IFMS;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;IFMS;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;IFMS;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;IFMS;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;IFMS;TECNOLOGIA EM RADIOLOGIA;3
2021;IFMS;TECNOLOGIA EM RADIOLOGIA;4
2021;IFMS;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;IFMS;ZOOTECNIA;2
2021;IFMS;ZOOTECNIA;3
2021;IFMS;ZOOTECNIA;4
2021;IFMS;ZOOTECNIA;5
2021;IFMT;AGRONOMIA;2
2021;IFMT;AGRONOMIA;3
2021;IFMT;AGRONOMIA;4
2021;IFMT;AGRONOMIA;5
2021;IFMT;ARQUITETURA E URBANISMO;3
2021;IFMT;ARQUITETURA E URBANISMO;4
2021;IFMT;ARQUITETURA E URBANISMO;5
2021;IFMT;BIOMEDICINA;3
2021;IFMT;BIOMEDICINA;4
2021;IFMT;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;IFMT;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;IFMT;ENFERMAGEM;0
2021;IFMT;ENFERMAGEM;3
2021;IFMT;ENFERMAGEM;4
2021;IFMT;ENFERMAGEM;5
2021;IFMT;ENGENHARIA AMBIENTAL;0
2021;IFMT;ENGENHARIA AMBIENTAL;3
2021;IFMT;ENGENHARIA AMBIENTAL;4
2021;IFMT;ENGENHARIA AMBIENTAL;5
2021;IFMT;ENGENHARIA CIVIL;3
2021;IFMT;ENGENHARIA CIVIL;4
2021;IFMT;ENGENHARIA CIVIL;5
2021;IFMT;ENGENHARIA DA COMPUTAÇÃO;3
2021;IFMT;ENGENHARIA DA COMPUTAÇÃO;4
2021;IFMT;ENGENHARIA DA COMPUTAÇÃO;5
2021;IFMT;ENGENHARIA DE ALIMENTOS;3
2021;IFMT;ENGENHARIA DE ALIMENTOS;4
2021;IFMT;ENGENHARIA DE ALIMENTOS;5
2021;IFMT;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;IFMT;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;IFMT;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;IFMT;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;IFMT;ENGENHARIA DE PRODUÇÃO;3
2021;IFMT;ENGENHARIA DE PRODUÇÃO;4
2021;IFMT;ENGENHARIA DE PRODUÇÃO;5
2021;IFMT;ENGENHARIA ELÉTRICA;0
2021;IFMT;ENGENHARIA ELÉTRICA;3
2021;IFMT;ENGENHARIA ELÉTRICA;4
2021;IFMT;ENGENHARIA ELÉTRICA;5
2021;IFMT;ENGENHARIA FLORESTAL;2
2021;IFMT;ENGENHARIA FLORESTAL;3
2021;IFMT;ENGENHARIA FLORESTAL;4
2021;IFMT;ENGENHARIA FLORESTAL;5
2021;IFMT;ENGENHARIA MECÂNICA;2
2021;IFMT;ENGENHARIA MECÂNICA;3
2021;IFMT;ENGENHARIA MECÂNICA;4
2021;IFMT;ENGENHARIA MECÂNICA;5
2021;IFMT;ENGENHARIA QUÍMICA;3
2021;IFMT;ENGENHARIA QUÍMICA;4
2021;IFMT;ENGENHARIA QUÍMICA;5
2021;IFMT;FARMÁCIA;3
2021;IFMT;FARMÁCIA;4
2021;IFMT;FISIOTERAPIA;3
2021;IFMT;FISIOTERAPIA;4
2021;IFMT;FISIOTERAPIA;5
2021;IFMT;FONOAUDIOLOGIA;3
2021;IFMT;FONOAUDIOLOGIA;4
2021;IFMT;MEDICINA;2
2021;IFMT;MEDICINA;3
2021;IFMT;MEDICINA;4
2021;IFMT;MEDICINA VETERINÁRIA;2
2021;IFMT;MEDICINA VETERINÁRIA;3
2021;IFMT;MEDICINA VETERINÁRIA;4
2021;IFMT;MEDICINA VETERINÁRIA;5
2021;IFMT;NUTRIÇÃO;3
2021;IFMT;NUTRIÇÃO;4
2021;IFMT;NUTRIÇÃO;5
2021;IFMT;ODONTOLOGIA;3
2021;IFMT;ODONTOLOGIA;4
2021;IFMT;ODONTOLOGIA;5
2021;IFMT;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;IFMT;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;IFMT;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;IFMT;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;IFMT;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;IFMT;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;IFMT;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;IFMT;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;IFMT;TECNOLOGIA EM RADIOLOGIA;3
2021;IFMT;TECNOLOGIA EM RADIOLOGIA;4
2021;IFMT;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;IFMT;ZOOTECNIA;2
2021;IFMT;ZOOTECNIA;3
2021;IFMT;ZOOTECNIA;4
2021;IFMT;ZOOTECNIA;5
2021;IFNMG;AGRONOMIA;2
2021;IFNMG;AGRONOMIA;3
2021;IFNMG;AGRONOMIA;4
2021;IFNMG;AGRONOMIA;5
2021;IFNMG;ARQUITETURA E URBANISMO;3
2021;IFNMG;ARQUITETURA E URBANISMO;4
2021;IFNMG;ARQUITETURA E URBANISMO;5
2021;IFNMG;BIOMEDICINA;3
2021;IFNMG;BIOMEDICINA;4
2021;IFNMG;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;IFNMG;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;IFNMG;ENFERMAGEM;0
2021;IFNMG;ENFERMAGEM;3
2021;IFNMG;ENFERMAGEM;4
2021;IFNMG;ENFERMAGEM;5
2021;IFNMG;ENGENHARIA AMBIENTAL;0
2021;IFNMG;ENGENHARIA AMBIENTAL;3
2021;IFNMG;ENGENHARIA AMBIENTAL;4
2021;IFNMG;ENGENHARIA AMBIENTAL;5
2021;IFNMG;ENGENHARIA CIVIL;3
2021;IFNMG;ENGENHARIA CIVIL;4
2021;IFNMG;ENGENHARIA CIVIL;5
2021;IFNMG;ENGENHARIA DA COMPUTAÇÃO;3
2021;IFNMG;ENGENHARIA DA COMPUTAÇÃO;4
2021;IFNMG;ENGENHARIA DA COMPUTAÇÃO;5
2021;IFNMG;ENGENHARIA DE ALIMENTOS;3
2021;IFNMG;ENGENHARIA DE ALIMENTOS;4
2021;IFNMG;ENGENHARIA DE ALIMENTOS;5
2021;IFNMG;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;IFNMG;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;IFNMG;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;IFNMG;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;IFNMG;ENGENHARIA DE PRODUÇÃO;3
2021;IFNMG;ENGENHARIA DE PRODUÇÃO;4
2021;IFNMG;ENGENHARIA DE PRODUÇÃO;5
2021;IFNMG;ENGENHARIA ELÉTRICA;0
2021;IFNMG;ENGENHARIA ELÉTRICA;3
2021;IFNMG;ENGENHARIA ELÉTRICA;4
2021;IFNMG;ENGENHARIA ELÉTRICA;5
2021;IFNMG;ENGENHARIA FLORESTAL;2
2021;IFNMG;ENGENHARIA FLORESTAL;3
2021;IFNMG;ENGENHARIA FLORESTAL;4
2021;IFNMG;ENGENHARIA FLORESTAL;5
2021;IFNMG;ENGENHARIA MECÂNICA;2
2021;IFNMG;ENGENHARIA MECÂNICA;3
2021;IFNMG;ENGENHARIA MECÂNICA;4
2021;IFNMG;ENGENHARIA MECÂNICA;5
2021;IFNMG;ENGENHARIA QUÍMICA;3
2021;IFNMG;ENGENHARIA QUÍMICA;4
2021;IFNMG;ENGENHARIA QUÍMICA;5
2021;IFNMG;FARMÁCIA;3
2021;IFNMG;FARMÁCIA;4
2021;IFNMG;FISIOTERAPIA;3
2021;IFNMG;FISIOTERAPIA;4
2021;IFNMG;FISIOTERAPIA;5
2021;IFNMG;FONOAUDIOLOGIA;3
2021;IFNMG;FONOAUDIOLOGIA;4
2021;IFNMG;MEDICINA;2
2021;IFNMG;MEDICINA;3
2021;IFNMG;MEDICINA;4
2021;IFNMG;MEDICINA VETERINÁRIA;2
2021;IFNMG;MEDICINA VETERINÁRIA;3
2021;IFNMG;MEDICINA VETERINÁRIA;4
2021;IFNMG;MEDICINA VETERINÁRIA;5
2021;IFNMG;NUTRIÇÃO;3
2021;IFNMG;NUTRIÇÃO;4
2021;IFNMG;NUTRIÇÃO;5
2021;IFNMG;ODONTOLOGIA;3
2021;IFNMG;ODONTOLOGIA;4
2021;IFNMG;ODONTOLOGIA;5
2021;IFNMG;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;IFNMG;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;IFNMG;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;IFNMG;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;IFNMG;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;IFNMG;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;IFNMG;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;IFNMG;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;IFNMG;TECNOLOGIA EM RADIOLOGIA;3
2021;IFNMG;TECNOLOGIA EM RADIOLOGIA;4
2021;IFNMG;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;IFNMG;ZOOTECNIA;2
2021;IFNMG;ZOOTECNIA;3
2021;IFNMG;ZOOTECNIA;4
2021;IFNMG;ZOOTECNIA;5
2021;IFPA;AGRONOMIA;2
2021;IFPA;AGRONOMIA;3
2021;IFPA;AGRONOMIA;4
2021;IFPA;AGRONOMIA;5
2021;IFPA;ARQUITETURA E URBANISMO;3
2021;IFPA;ARQUITETURA E URBANISMO;4
2021;IFPA;ARQUITETURA E URBANISMO;5
2021;IFPA;BIOMEDICINA;3
2021;IFPA;BIOMEDICINA;4
2021;IFPA;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;IFPA;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;IFPA;ENFERMAGEM;0
2021;IFPA;ENFERMAGEM;3
2021;IFPA;ENFERMAGEM;4
2021;IFPA;ENFERMAGEM;5
2021;IFPA;ENGENHARIA AMBIENTAL;0
2021;IFPA;ENGENHARIA AMBIENTAL;3
2021;IFPA;ENGENHARIA AMBIENTAL;4
2021;IFPA;ENGENHARIA AMBIENTAL;5
2021;IFPA;ENGENHARIA CIVIL;3
2021;IFPA;ENGENHARIA CIVIL;4
2021;IFPA;ENGENHARIA CIVIL;5
2021;IFPA;ENGENHARIA DA COMPUTAÇÃO;3
2021;IFPA;ENGENHARIA DA COMPUTAÇÃO;4
2021;IFPA;ENGENHARIA DA COMPUTAÇÃO;5
2021;IFPA;ENGENHARIA DE ALIMENTOS;3
2021;IFPA;ENGENHARIA DE ALIMENTOS;4
2021;IFPA;ENGENHARIA DE ALIMENTOS;5
2021;IFPA;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;IFPA;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;IFPA;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;IFPA;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;IFPA;ENGENHARIA DE PRODUÇÃO;3
2021;IFPA;ENGENHARIA DE PRODUÇÃO;4
2021;IFPA;ENGENHARIA DE PRODUÇÃO;5
2021;IFPA;ENGENHARIA ELÉTRICA;0
2021;IFPA;ENGENHARIA ELÉTRICA;3
2021;IFPA;ENGENHARIA ELÉTRICA;4
2021;IFPA;ENGENHARIA ELÉTRICA;5
2021;IFPA;ENGENHARIA FLORESTAL;2
2021;IFPA;ENGENHARIA FLORESTAL;3
2021;IFPA;ENGENHARIA FLORESTAL;4
2021;IFPA;ENGENHARIA FLORESTAL;5
2021;IFPA;ENGENHARIA MECÂNICA;2
2021;IFPA;ENGENHARIA MECÂNICA;3
2021;IFPA;ENGENHARIA MECÂNICA;4
2021;IFPA;ENGENHARIA MECÂNICA;5
2021;IFPA;ENGENHARIA QUÍMICA;3
2021;IFPA;ENGENHARIA QUÍMICA;4
2021;IFPA;ENGENHARIA QUÍMICA;5
2021;IFPA;FARMÁCIA;3
2021;IFPA;FARMÁCIA;4
2021;IFPA;FISIOTERAPIA;3
2021;IFPA;FISIOTERAPIA;4
2021;IFPA;FISIOTERAPIA;5
2021;IFPA;FONOAUDIOLOGIA;3
2021;IFPA;FONOAUDIOLOGIA;4
2021;IFPA;MEDICINA;2
2021;IFPA;MEDICINA;3
2021;IFPA;MEDICINA;4
2021;IFPA;MEDICINA VETERINÁRIA;2
2021;IFPA;MEDICINA VETERINÁRIA;3
2021;IFPA;MEDICINA VETERINÁRIA;4
2021;IFPA;MEDICINA VETERINÁRIA;5
2021;IFPA;NUTRIÇÃO;3
2021;IFPA;NUTRIÇÃO;4
2021;IFPA;NUTRIÇÃO;5
2021;IFPA;ODONTOLOGIA;3
2021;IFPA;ODONTOLOGIA;4
2021;IFPA;ODONTOLOGIA;5
2021;IFPA;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;IFPA;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;IFPA;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;IFPA;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;IFPA;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;IFPA;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;IFPA;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;IFPA;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;IFPA;TECNOLOGIA EM RADIOLOGIA;3
2021;IFPA;TECNOLOGIA EM RADIOLOGIA;4
2021;IFPA;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;IFPA;ZOOTECNIA;2
2021;IFPA;ZOOTECNIA;3
2021;IFPA;ZOOTECNIA;4
2021;IFPA;ZOOTECNIA;5
2021;IFPB;AGRONOMIA;2
2021;IFPB;AGRONOMIA;3
2021;IFPB;AGRONOMIA;4
2021;IFPB;AGRONOMIA;5
2021;IFPB;ARQUITETURA E URBANISMO;3
2021;IFPB;ARQUITETURA E URBANISMO;4
2021;IFPB;ARQUITETURA E URBANISMO;5
2021;IFPB;BIOMEDICINA;3
2021;IFPB;BIOMEDICINA;4
2021;IFPB;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;IFPB;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;IFPB;ENFERMAGEM;0
2021;IFPB;ENFERMAGEM;3
2021;IFPB;ENFERMAGEM;4
2021;IFPB;ENFERMAGEM;5
2021;IFPB;ENGENHARIA AMBIENTAL;0
2021;IFPB;ENGENHARIA AMBIENTAL;3
2021;IFPB;ENGENHARIA AMBIENTAL;4
2021;IFPB;ENGENHARIA AMBIENTAL;5
2021;IFPB;ENGENHARIA CIVIL;3
2021;IFPB;ENGENHARIA CIVIL;4
2021;IFPB;ENGENHARIA CIVIL;5
2021;IFPB;ENGENHARIA DA COMPUTAÇÃO;3
2021;IFPB;ENGENHARIA DA COMPUTAÇÃO;4
2021;IFPB;ENGENHARIA DA COMPUTAÇÃO;5
2021;IFPB;ENGENHARIA DE ALIMENTOS;3
2021;IFPB;ENGENHARIA DE ALIMENTOS;4
2021;IFPB;ENGENHARIA DE ALIMENTOS;5
2021;IFPB;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;IFPB;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;IFPB;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;IFPB;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;IFPB;ENGENHARIA DE PRODUÇÃO;3
2021;IFPB;ENGENHARIA DE PRODUÇÃO;4
2021;IFPB;ENGENHARIA DE PRODUÇÃO;5
2021;IFPB;ENGENHARIA ELÉTRICA;0
2021;IFPB;ENGENHARIA ELÉTRICA;3
2021;IFPB;ENGENHARIA ELÉTRICA;4
2021;IFPB;ENGENHARIA ELÉTRICA;5
2021;IFPB;ENGENHARIA FLORESTAL;2
2021;IFPB;ENGENHARIA FLORESTAL;3
2021;IFPB;ENGENHARIA FLORESTAL;4
2021;IFPB;ENGENHARIA FLORESTAL;5
2021;IFPB;ENGENHARIA MECÂNICA;2
2021;IFPB;ENGENHARIA MECÂNICA;3
2021;IFPB;ENGENHARIA MECÂNICA;4
2021;IFPB;ENGENHARIA MECÂNICA;5
2021;IFPB;ENGENHARIA QUÍMICA;3
2021;IFPB;ENGENHARIA QUÍMICA;4
2021;IFPB;ENGENHARIA QUÍMICA;5
2021;IFPB;FARMÁCIA;3
2021;IFPB;FARMÁCIA;4
2021;IFPB;FISIOTERAPIA;3
2021;IFPB;FISIOTERAPIA;4
2021;IFPB;FISIOTERAPIA;5
2021;IFPB;FONOAUDIOLOGIA;3
2021;IFPB;FONOAUDIOLOGIA;4
2021;IFPB;MEDICINA;2
2021;IFPB;MEDICINA;3
2021;IFPB;MEDICINA;4
2021;IFPB;MEDICINA VETERINÁRIA;2
2021;IFPB;MEDICINA VETERINÁRIA;3
2021;IFPB;MEDICINA VETERINÁRIA;4
2021;IFPB;MEDICINA VETERINÁRIA;5
2021;IFPB;NUTRIÇÃO;3
2021;IFPB;NUTRIÇÃO;4
2021;IFPB;NUTRIÇÃO;5
2021;IFPB;ODONTOLOGIA;3
2021;IFPB;ODONTOLOGIA;4
2021;IFPB;ODONTOLOGIA;5
2021;IFPB;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;IFPB;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;IFPB;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;IFPB;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;IFPB;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;IFPB;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;IFPB;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;IFPB;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;IFPB;TECNOLOGIA EM RADIOLOGIA;3
2021;IFPB;TECNOLOGIA EM RADIOLOGIA;4
2021;IFPB;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;IFPB;ZOOTECNIA;2
2021;IFPB;ZOOTECNIA;3
2021;IFPB;ZOOTECNIA;4
2021;IFPB;ZOOTECNIA;5
2021;IFPE;AGRONOMIA;2
2021;IFPE;AGRONOMIA;3
2021;IFPE;AGRONOMIA;4
2021;IFPE;AGRONOMIA;5
2021;IFPE;ARQUITETURA E URBANISMO;3
2021;IFPE;ARQUITETURA E URBANISMO;4
2021;IFPE;ARQUITETURA E URBANISMO;5
2021;IFPE;BIOMEDICINA;3
2021;IFPE;BIOMEDICINA;4
2021;IFPE;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;IFPE;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;IFPE;ENFERMAGEM;0
2021;IFPE;ENFERMAGEM;3
2021;IFPE;ENFERMAGEM;4
2021;IFPE;ENFERMAGEM;5
2021;IFPE;ENGENHARIA AMBIENTAL;0
2021;IFPE;ENGENHARIA AMBIENTAL;3
2021;IFPE;ENGENHARIA AMBIENTAL;4
2021;IFPE;ENGENHARIA AMBIENTAL;5
2021;IFPE;ENGENHARIA CIVIL;3
2021;IFPE;ENGENHARIA CIVIL;4
2021;IFPE;ENGENHARIA CIVIL;5
2021;IFPE;ENGENHARIA DA COMPUTAÇÃO;3
2021;IFPE;ENGENHARIA DA COMPUTAÇÃO;4
2021;IFPE;ENGENHARIA DA COMPUTAÇÃO;5
2021;IFPE;ENGENHARIA DE ALIMENTOS;3
2021;IFPE;ENGENHARIA DE ALIMENTOS;4
2021;IFPE;ENGENHARIA DE ALIMENTOS;5
2021;IFPE;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;IFPE;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;IFPE;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;IFPE;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;IFPE;ENGENHARIA DE PRODUÇÃO;3
2021;IFPE;ENGENHARIA DE PRODUÇÃO;4
2021;IFPE;ENGENHARIA DE PRODUÇÃO;5
2021;IFPE;ENGENHARIA ELÉTRICA;0
2021;IFPE;ENGENHARIA ELÉTRICA;3
2021;IFPE;ENGENHARIA ELÉTRICA;4
2021;IFPE;ENGENHARIA ELÉTRICA;5
