Ano;nomeUnidadeRecente;Área de Avaliação;CPC (Faixa)
2021;;AGRONOMIA;2
2021;;AGRONOMIA;3
2021;;AGRONOMIA;4
2021;;AGRONOMIA;5
2021;;ARQUITETURA E URBANISMO;3
2021;;ARQUITETURA E URBANISMO;4
2021;;ARQUITETURA E URBANISMO;5
2021;;BIOMEDICINA;3
2021;;BIOMEDICINA;4
2021;;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;;ENFERMAGEM;0
2021;;ENFERMAGEM;3
2021;;ENFERMAGEM;4
2021;;ENFERMAGEM;5
2021;;ENGENHARIA AMBIENTAL;0
2021;;ENGENHARIA AMBIENTAL;3
2021;;ENGENHARIA AMBIENTAL;4
2021;;ENGENHARIA AMBIENTAL;5
2021;;ENGENHARIA CIVIL;3
2021;;ENGENHARIA CIVIL;4
2021;;ENGENHARIA CIVIL;5
2021;;ENGENHARIA DA COMPUTAÇÃO;3
2021;;ENGENHARIA DA COMPUTAÇÃO;4
2021;;ENGENHARIA DA COMPUTAÇÃO;5
2021;;ENGENHARIA DE ALIMENTOS;3
2021;;ENGENHARIA DE ALIMENTOS;4
2021;;ENGENHARIA DE ALIMENTOS;5
2021;;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;;ENGENHARIA DE PRODUÇÃO;3
2021;;ENGENHARIA DE PRODUÇÃO;4
2021;;ENGENHARIA DE PRODUÇÃO;5
2021;;ENGENHARIA ELÉTRICA;0
2021;;ENGENHARIA ELÉTRICA;3
2021;;ENGENHARIA ELÉTRICA;4
2021;;ENGENHARIA ELÉTRICA;5
2021;;ENGENHARIA FLORESTAL;2
2021;;ENGENHARIA FLORESTAL;3
2021;;ENGENHARIA FLORESTAL;4
2021;;ENGENHARIA FLORESTAL;5
2021;;ENGENHARIA MECÂNICA;2
2021;;ENGENHARIA MECÂNICA;3
2021;;ENGENHARIA MECÂNICA;4
2021;;ENGENHARIA MECÂNICA;5
2021;;ENGENHARIA QUÍMICA;3
2021;;ENGENHARIA QUÍMICA;4
2021;;ENGENHARIA QUÍMICA;5
2021;;FARMÁCIA;3
2021;;FARMÁCIA;4
2021;;FISIOTERAPIA;3
2021;;FISIOTERAPIA;4
2021;;FISIOTERAPIA;5
2021;;FONOAUDIOLOGIA;3
2021;;FONOAUDIOLOGIA;4
2021;;MEDICINA;2
2021;;MEDICINA;3
2021;;MEDICINA;4
2021;;MEDICINA VETERINÁRIA;2
2021;;MEDICINA VETERINÁRIA;3
2021;;MEDICINA VETERINÁRIA;4
2021;;MEDICINA VETERINÁRIA;5
2021;;NUTRIÇÃO;3
2021;;NUTRIÇÃO;4
2021;;NUTRIÇÃO;5
2021;;ODONTOLOGIA;3
2021;;ODONTOLOGIA;4
2021;;ODONTOLOGIA;5
2021;;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;;TECNOLOGIA EM RADIOLOGIA;3
2021;;TECNOLOGIA EM RADIOLOGIA;4
2021;;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;;ZOOTECNIA;2
2021;;ZOOTECNIA;3
2021;;ZOOTECNIA;4
2021;;ZOOTECNIA;5
2021;Campus Abaetetuba;AGRONOMIA;2
2021;Campus Abaetetuba;AGRONOMIA;3
2021;Campus Abaetetuba;AGRONOMIA;4
2021;Campus Abaetetuba;AGRONOMIA;5
2021;Campus Abaetetuba;ARQUITETURA E URBANISMO;3
2021;Campus Abaetetuba;ARQUITETURA E URBANISMO;4
2021;Campus Abaetetuba;ARQUITETURA E URBANISMO;5
2021;Campus Abaetetuba;BIOMEDICINA;3
2021;Campus Abaetetuba;BIOMEDICINA;4
2021;Campus Abaetetuba;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Abaetetuba;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Abaetetuba;ENFERMAGEM;0
2021;Campus Abaetetuba;ENFERMAGEM;3
2021;Campus Abaetetuba;ENFERMAGEM;4
2021;Campus Abaetetuba;ENFERMAGEM;5
2021;Campus Abaetetuba;ENGENHARIA AMBIENTAL;0
2021;Campus Abaetetuba;ENGENHARIA AMBIENTAL;3
2021;Campus Abaetetuba;ENGENHARIA AMBIENTAL;4
2021;Campus Abaetetuba;ENGENHARIA AMBIENTAL;5
2021;Campus Abaetetuba;ENGENHARIA CIVIL;3
2021;Campus Abaetetuba;ENGENHARIA CIVIL;4
2021;Campus Abaetetuba;ENGENHARIA CIVIL;5
2021;Campus Abaetetuba;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Abaetetuba;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Abaetetuba;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Abaetetuba;ENGENHARIA DE ALIMENTOS;3
2021;Campus Abaetetuba;ENGENHARIA DE ALIMENTOS;4
2021;Campus Abaetetuba;ENGENHARIA DE ALIMENTOS;5
2021;Campus Abaetetuba;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Abaetetuba;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Abaetetuba;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Abaetetuba;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Abaetetuba;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Abaetetuba;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Abaetetuba;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Abaetetuba;ENGENHARIA ELÉTRICA;0
2021;Campus Abaetetuba;ENGENHARIA ELÉTRICA;3
2021;Campus Abaetetuba;ENGENHARIA ELÉTRICA;4
2021;Campus Abaetetuba;ENGENHARIA ELÉTRICA;5
2021;Campus Abaetetuba;ENGENHARIA FLORESTAL;2
2021;Campus Abaetetuba;ENGENHARIA FLORESTAL;3
2021;Campus Abaetetuba;ENGENHARIA FLORESTAL;4
2021;Campus Abaetetuba;ENGENHARIA FLORESTAL;5
2021;Campus Abaetetuba;ENGENHARIA MECÂNICA;2
2021;Campus Abaetetuba;ENGENHARIA MECÂNICA;3
2021;Campus Abaetetuba;ENGENHARIA MECÂNICA;4
2021;Campus Abaetetuba;ENGENHARIA MECÂNICA;5
2021;Campus Abaetetuba;ENGENHARIA QUÍMICA;3
2021;Campus Abaetetuba;ENGENHARIA QUÍMICA;4
2021;Campus Abaetetuba;ENGENHARIA QUÍMICA;5
2021;Campus Abaetetuba;FARMÁCIA;3
2021;Campus Abaetetuba;FARMÁCIA;4
2021;Campus Abaetetuba;FISIOTERAPIA;3
2021;Campus Abaetetuba;FISIOTERAPIA;4
2021;Campus Abaetetuba;FISIOTERAPIA;5
2021;Campus Abaetetuba;FONOAUDIOLOGIA;3
2021;Campus Abaetetuba;FONOAUDIOLOGIA;4
2021;Campus Abaetetuba;MEDICINA;2
2021;Campus Abaetetuba;MEDICINA;3
2021;Campus Abaetetuba;MEDICINA;4
2021;Campus Abaetetuba;MEDICINA VETERINÁRIA;2
2021;Campus Abaetetuba;MEDICINA VETERINÁRIA;3
2021;Campus Abaetetuba;MEDICINA VETERINÁRIA;4
2021;Campus Abaetetuba;MEDICINA VETERINÁRIA;5
2021;Campus Abaetetuba;NUTRIÇÃO;3
2021;Campus Abaetetuba;NUTRIÇÃO;4
2021;Campus Abaetetuba;NUTRIÇÃO;5
2021;Campus Abaetetuba;ODONTOLOGIA;3
2021;Campus Abaetetuba;ODONTOLOGIA;4
2021;Campus Abaetetuba;ODONTOLOGIA;5
2021;Campus Abaetetuba;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Abaetetuba;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Abaetetuba;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Abaetetuba;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Abaetetuba;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Abaetetuba;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Abaetetuba;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Abaetetuba;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Abaetetuba;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Abaetetuba;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Abaetetuba;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Abaetetuba;ZOOTECNIA;2
2021;Campus Abaetetuba;ZOOTECNIA;3
2021;Campus Abaetetuba;ZOOTECNIA;4
2021;Campus Abaetetuba;ZOOTECNIA;5
2021;Campus Abreu e Lima;AGRONOMIA;2
2021;Campus Abreu e Lima;AGRONOMIA;3
2021;Campus Abreu e Lima;AGRONOMIA;4
2021;Campus Abreu e Lima;AGRONOMIA;5
2021;Campus Abreu e Lima;ARQUITETURA E URBANISMO;3
2021;Campus Abreu e Lima;ARQUITETURA E URBANISMO;4
2021;Campus Abreu e Lima;ARQUITETURA E URBANISMO;5
2021;Campus Abreu e Lima;BIOMEDICINA;3
2021;Campus Abreu e Lima;BIOMEDICINA;4
2021;Campus Abreu e Lima;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Abreu e Lima;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Abreu e Lima;ENFERMAGEM;0
2021;Campus Abreu e Lima;ENFERMAGEM;3
2021;Campus Abreu e Lima;ENFERMAGEM;4
2021;Campus Abreu e Lima;ENFERMAGEM;5
2021;Campus Abreu e Lima;ENGENHARIA AMBIENTAL;0
2021;Campus Abreu e Lima;ENGENHARIA AMBIENTAL;3
2021;Campus Abreu e Lima;ENGENHARIA AMBIENTAL;4
2021;Campus Abreu e Lima;ENGENHARIA AMBIENTAL;5
2021;Campus Abreu e Lima;ENGENHARIA CIVIL;3
2021;Campus Abreu e Lima;ENGENHARIA CIVIL;4
2021;Campus Abreu e Lima;ENGENHARIA CIVIL;5
2021;Campus Abreu e Lima;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Abreu e Lima;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Abreu e Lima;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Abreu e Lima;ENGENHARIA DE ALIMENTOS;3
2021;Campus Abreu e Lima;ENGENHARIA DE ALIMENTOS;4
2021;Campus Abreu e Lima;ENGENHARIA DE ALIMENTOS;5
2021;Campus Abreu e Lima;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Abreu e Lima;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Abreu e Lima;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Abreu e Lima;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Abreu e Lima;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Abreu e Lima;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Abreu e Lima;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Abreu e Lima;ENGENHARIA ELÉTRICA;0
2021;Campus Abreu e Lima;ENGENHARIA ELÉTRICA;3
2021;Campus Abreu e Lima;ENGENHARIA ELÉTRICA;4
2021;Campus Abreu e Lima;ENGENHARIA ELÉTRICA;5
2021;Campus Abreu e Lima;ENGENHARIA FLORESTAL;2
2021;Campus Abreu e Lima;ENGENHARIA FLORESTAL;3
2021;Campus Abreu e Lima;ENGENHARIA FLORESTAL;4
2021;Campus Abreu e Lima;ENGENHARIA FLORESTAL;5
2021;Campus Abreu e Lima;ENGENHARIA MECÂNICA;2
2021;Campus Abreu e Lima;ENGENHARIA MECÂNICA;3
2021;Campus Abreu e Lima;ENGENHARIA MECÂNICA;4
2021;Campus Abreu e Lima;ENGENHARIA MECÂNICA;5
2021;Campus Abreu e Lima;ENGENHARIA QUÍMICA;3
2021;Campus Abreu e Lima;ENGENHARIA QUÍMICA;4
2021;Campus Abreu e Lima;ENGENHARIA QUÍMICA;5
2021;Campus Abreu e Lima;FARMÁCIA;3
2021;Campus Abreu e Lima;FARMÁCIA;4
2021;Campus Abreu e Lima;FISIOTERAPIA;3
2021;Campus Abreu e Lima;FISIOTERAPIA;4
2021;Campus Abreu e Lima;FISIOTERAPIA;5
2021;Campus Abreu e Lima;FONOAUDIOLOGIA;3
2021;Campus Abreu e Lima;FONOAUDIOLOGIA;4
2021;Campus Abreu e Lima;MEDICINA;2
2021;Campus Abreu e Lima;MEDICINA;3
2021;Campus Abreu e Lima;MEDICINA;4
2021;Campus Abreu e Lima;MEDICINA VETERINÁRIA;2
2021;Campus Abreu e Lima;MEDICINA VETERINÁRIA;3
2021;Campus Abreu e Lima;MEDICINA VETERINÁRIA;4
2021;Campus Abreu e Lima;MEDICINA VETERINÁRIA;5
2021;Campus Abreu e Lima;NUTRIÇÃO;3
2021;Campus Abreu e Lima;NUTRIÇÃO;4
2021;Campus Abreu e Lima;NUTRIÇÃO;5
2021;Campus Abreu e Lima;ODONTOLOGIA;3
2021;Campus Abreu e Lima;ODONTOLOGIA;4
2021;Campus Abreu e Lima;ODONTOLOGIA;5
2021;Campus Abreu e Lima;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Abreu e Lima;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Abreu e Lima;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Abreu e Lima;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Abreu e Lima;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Abreu e Lima;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Abreu e Lima;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Abreu e Lima;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Abreu e Lima;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Abreu e Lima;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Abreu e Lima;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Abreu e Lima;ZOOTECNIA;2
2021;Campus Abreu e Lima;ZOOTECNIA;3
2021;Campus Abreu e Lima;ZOOTECNIA;4
2021;Campus Abreu e Lima;ZOOTECNIA;5
2021;Campus Açailândia;AGRONOMIA;2
2021;Campus Açailândia;AGRONOMIA;3
2021;Campus Açailândia;AGRONOMIA;4
2021;Campus Açailândia;AGRONOMIA;5
2021;Campus Açailândia;ARQUITETURA E URBANISMO;3
2021;Campus Açailândia;ARQUITETURA E URBANISMO;4
2021;Campus Açailândia;ARQUITETURA E URBANISMO;5
2021;Campus Açailândia;BIOMEDICINA;3
2021;Campus Açailândia;BIOMEDICINA;4
2021;Campus Açailândia;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Açailândia;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Açailândia;ENFERMAGEM;0
2021;Campus Açailândia;ENFERMAGEM;3
2021;Campus Açailândia;ENFERMAGEM;4
2021;Campus Açailândia;ENFERMAGEM;5
2021;Campus Açailândia;ENGENHARIA AMBIENTAL;0
2021;Campus Açailândia;ENGENHARIA AMBIENTAL;3
2021;Campus Açailândia;ENGENHARIA AMBIENTAL;4
2021;Campus Açailândia;ENGENHARIA AMBIENTAL;5
2021;Campus Açailândia;ENGENHARIA CIVIL;3
2021;Campus Açailândia;ENGENHARIA CIVIL;4
2021;Campus Açailândia;ENGENHARIA CIVIL;5
2021;Campus Açailândia;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Açailândia;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Açailândia;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Açailândia;ENGENHARIA DE ALIMENTOS;3
2021;Campus Açailândia;ENGENHARIA DE ALIMENTOS;4
2021;Campus Açailândia;ENGENHARIA DE ALIMENTOS;5
2021;Campus Açailândia;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Açailândia;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Açailândia;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Açailândia;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Açailândia;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Açailândia;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Açailândia;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Açailândia;ENGENHARIA ELÉTRICA;0
2021;Campus Açailândia;ENGENHARIA ELÉTRICA;3
2021;Campus Açailândia;ENGENHARIA ELÉTRICA;4
2021;Campus Açailândia;ENGENHARIA ELÉTRICA;5
2021;Campus Açailândia;ENGENHARIA FLORESTAL;2
2021;Campus Açailândia;ENGENHARIA FLORESTAL;3
2021;Campus Açailândia;ENGENHARIA FLORESTAL;4
2021;Campus Açailândia;ENGENHARIA FLORESTAL;5
2021;Campus Açailândia;ENGENHARIA MECÂNICA;2
2021;Campus Açailândia;ENGENHARIA MECÂNICA;3
2021;Campus Açailândia;ENGENHARIA MECÂNICA;4
2021;Campus Açailândia;ENGENHARIA MECÂNICA;5
2021;Campus Açailândia;ENGENHARIA QUÍMICA;3
2021;Campus Açailândia;ENGENHARIA QUÍMICA;4
2021;Campus Açailândia;ENGENHARIA QUÍMICA;5
2021;Campus Açailândia;FARMÁCIA;3
2021;Campus Açailândia;FARMÁCIA;4
2021;Campus Açailândia;FISIOTERAPIA;3
2021;Campus Açailândia;FISIOTERAPIA;4
2021;Campus Açailândia;FISIOTERAPIA;5
2021;Campus Açailândia;FONOAUDIOLOGIA;3
2021;Campus Açailândia;FONOAUDIOLOGIA;4
2021;Campus Açailândia;MEDICINA;2
2021;Campus Açailândia;MEDICINA;3
2021;Campus Açailândia;MEDICINA;4
2021;Campus Açailândia;MEDICINA VETERINÁRIA;2
2021;Campus Açailândia;MEDICINA VETERINÁRIA;3
2021;Campus Açailândia;MEDICINA VETERINÁRIA;4
2021;Campus Açailândia;MEDICINA VETERINÁRIA;5
2021;Campus Açailândia;NUTRIÇÃO;3
2021;Campus Açailândia;NUTRIÇÃO;4
2021;Campus Açailândia;NUTRIÇÃO;5
2021;Campus Açailândia;ODONTOLOGIA;3
2021;Campus Açailândia;ODONTOLOGIA;4
2021;Campus Açailândia;ODONTOLOGIA;5
2021;Campus Açailândia;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Açailândia;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Açailândia;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Açailândia;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Açailândia;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Açailândia;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Açailândia;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Açailândia;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Açailândia;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Açailândia;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Açailândia;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Açailândia;ZOOTECNIA;2
2021;Campus Açailândia;ZOOTECNIA;3
2021;Campus Açailândia;ZOOTECNIA;4
2021;Campus Açailândia;ZOOTECNIA;5
2021;Campus Acaraú;AGRONOMIA;2
2021;Campus Acaraú;AGRONOMIA;3
2021;Campus Acaraú;AGRONOMIA;4
2021;Campus Acaraú;AGRONOMIA;5
2021;Campus Acaraú;ARQUITETURA E URBANISMO;3
2021;Campus Acaraú;ARQUITETURA E URBANISMO;4
2021;Campus Acaraú;ARQUITETURA E URBANISMO;5
2021;Campus Acaraú;BIOMEDICINA;3
2021;Campus Acaraú;BIOMEDICINA;4
2021;Campus Acaraú;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Acaraú;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Acaraú;ENFERMAGEM;0
2021;Campus Acaraú;ENFERMAGEM;3
2021;Campus Acaraú;ENFERMAGEM;4
2021;Campus Acaraú;ENFERMAGEM;5
2021;Campus Acaraú;ENGENHARIA AMBIENTAL;0
2021;Campus Acaraú;ENGENHARIA AMBIENTAL;3
2021;Campus Acaraú;ENGENHARIA AMBIENTAL;4
2021;Campus Acaraú;ENGENHARIA AMBIENTAL;5
2021;Campus Acaraú;ENGENHARIA CIVIL;3
2021;Campus Acaraú;ENGENHARIA CIVIL;4
2021;Campus Acaraú;ENGENHARIA CIVIL;5
2021;Campus Acaraú;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Acaraú;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Acaraú;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Acaraú;ENGENHARIA DE ALIMENTOS;3
2021;Campus Acaraú;ENGENHARIA DE ALIMENTOS;4
2021;Campus Acaraú;ENGENHARIA DE ALIMENTOS;5
2021;Campus Acaraú;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Acaraú;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Acaraú;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Acaraú;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Acaraú;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Acaraú;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Acaraú;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Acaraú;ENGENHARIA ELÉTRICA;0
2021;Campus Acaraú;ENGENHARIA ELÉTRICA;3
2021;Campus Acaraú;ENGENHARIA ELÉTRICA;4
2021;Campus Acaraú;ENGENHARIA ELÉTRICA;5
2021;Campus Acaraú;ENGENHARIA FLORESTAL;2
2021;Campus Acaraú;ENGENHARIA FLORESTAL;3
2021;Campus Acaraú;ENGENHARIA FLORESTAL;4
2021;Campus Acaraú;ENGENHARIA FLORESTAL;5
2021;Campus Acaraú;ENGENHARIA MECÂNICA;2
2021;Campus Acaraú;ENGENHARIA MECÂNICA;3
2021;Campus Acaraú;ENGENHARIA MECÂNICA;4
2021;Campus Acaraú;ENGENHARIA MECÂNICA;5
2021;Campus Acaraú;ENGENHARIA QUÍMICA;3
2021;Campus Acaraú;ENGENHARIA QUÍMICA;4
2021;Campus Acaraú;ENGENHARIA QUÍMICA;5
2021;Campus Acaraú;FARMÁCIA;3
2021;Campus Acaraú;FARMÁCIA;4
2021;Campus Acaraú;FISIOTERAPIA;3
2021;Campus Acaraú;FISIOTERAPIA;4
2021;Campus Acaraú;FISIOTERAPIA;5
2021;Campus Acaraú;FONOAUDIOLOGIA;3
2021;Campus Acaraú;FONOAUDIOLOGIA;4
2021;Campus Acaraú;MEDICINA;2
2021;Campus Acaraú;MEDICINA;3
2021;Campus Acaraú;MEDICINA;4
2021;Campus Acaraú;MEDICINA VETERINÁRIA;2
2021;Campus Acaraú;MEDICINA VETERINÁRIA;3
2021;Campus Acaraú;MEDICINA VETERINÁRIA;4
2021;Campus Acaraú;MEDICINA VETERINÁRIA;5
2021;Campus Acaraú;NUTRIÇÃO;3
2021;Campus Acaraú;NUTRIÇÃO;4
2021;Campus Acaraú;NUTRIÇÃO;5
2021;Campus Acaraú;ODONTOLOGIA;3
2021;Campus Acaraú;ODONTOLOGIA;4
2021;Campus Acaraú;ODONTOLOGIA;5
2021;Campus Acaraú;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Acaraú;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Acaraú;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Acaraú;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Acaraú;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Acaraú;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Acaraú;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Acaraú;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Acaraú;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Acaraú;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Acaraú;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Acaraú;ZOOTECNIA;2
2021;Campus Acaraú;ZOOTECNIA;3
2021;Campus Acaraú;ZOOTECNIA;4
2021;Campus Acaraú;ZOOTECNIA;5
2021;Campus Acopiara;AGRONOMIA;2
2021;Campus Acopiara;AGRONOMIA;3
2021;Campus Acopiara;AGRONOMIA;4
2021;Campus Acopiara;AGRONOMIA;5
2021;Campus Acopiara;ARQUITETURA E URBANISMO;3
2021;Campus Acopiara;ARQUITETURA E URBANISMO;4
2021;Campus Acopiara;ARQUITETURA E URBANISMO;5
2021;Campus Acopiara;BIOMEDICINA;3
2021;Campus Acopiara;BIOMEDICINA;4
2021;Campus Acopiara;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Acopiara;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Acopiara;ENFERMAGEM;0
2021;Campus Acopiara;ENFERMAGEM;3
2021;Campus Acopiara;ENFERMAGEM;4
2021;Campus Acopiara;ENFERMAGEM;5
2021;Campus Acopiara;ENGENHARIA AMBIENTAL;0
2021;Campus Acopiara;ENGENHARIA AMBIENTAL;3
2021;Campus Acopiara;ENGENHARIA AMBIENTAL;4
2021;Campus Acopiara;ENGENHARIA AMBIENTAL;5
2021;Campus Acopiara;ENGENHARIA CIVIL;3
2021;Campus Acopiara;ENGENHARIA CIVIL;4
2021;Campus Acopiara;ENGENHARIA CIVIL;5
2021;Campus Acopiara;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Acopiara;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Acopiara;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Acopiara;ENGENHARIA DE ALIMENTOS;3
2021;Campus Acopiara;ENGENHARIA DE ALIMENTOS;4
2021;Campus Acopiara;ENGENHARIA DE ALIMENTOS;5
2021;Campus Acopiara;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Acopiara;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Acopiara;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Acopiara;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Acopiara;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Acopiara;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Acopiara;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Acopiara;ENGENHARIA ELÉTRICA;0
2021;Campus Acopiara;ENGENHARIA ELÉTRICA;3
2021;Campus Acopiara;ENGENHARIA ELÉTRICA;4
2021;Campus Acopiara;ENGENHARIA ELÉTRICA;5
2021;Campus Acopiara;ENGENHARIA FLORESTAL;2
2021;Campus Acopiara;ENGENHARIA FLORESTAL;3
2021;Campus Acopiara;ENGENHARIA FLORESTAL;4
