Ano;nomeUnidadeRecente;Área de Avaliação;CPC (Faixa)
2021;Campus Avançado Cambuci;FARMÁCIA;4
2021;Campus Avançado Cambuci;FISIOTERAPIA;3
2021;Campus Avançado Cambuci;FISIOTERAPIA;4
2021;Campus Avançado Cambuci;FISIOTERAPIA;5
2021;Campus Avançado Cambuci;FONOAUDIOLOGIA;3
2021;Campus Avançado Cambuci;FONOAUDIOLOGIA;4
2021;Campus Avançado Cambuci;MEDICINA;2
2021;Campus Avançado Cambuci;MEDICINA;3
2021;Campus Avançado Cambuci;MEDICINA;4
2021;Campus Avançado Cambuci;MEDICINA VETERINÁRIA;2
2021;Campus Avançado Cambuci;MEDICINA VETERINÁRIA;3
2021;Campus Avançado Cambuci;MEDICINA VETERINÁRIA;4
2021;Campus Avançado Cambuci;MEDICINA VETERINÁRIA;5
2021;Campus Avançado Cambuci;NUTRIÇÃO;3
2021;Campus Avançado Cambuci;NUTRIÇÃO;4
2021;Campus Avançado Cambuci;NUTRIÇÃO;5
2021;Campus Avançado Cambuci;ODONTOLOGIA;3
2021;Campus Avançado Cambuci;ODONTOLOGIA;4
2021;Campus Avançado Cambuci;ODONTOLOGIA;5
2021;Campus Avançado Cambuci;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Avançado Cambuci;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Avançado Cambuci;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Avançado Cambuci;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Avançado Cambuci;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Avançado Cambuci;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Avançado Cambuci;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Avançado Cambuci;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Avançado Cambuci;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Avançado Cambuci;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Avançado Cambuci;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Avançado Cambuci;ZOOTECNIA;2
2021;Campus Avançado Cambuci;ZOOTECNIA;3
2021;Campus Avançado Cambuci;ZOOTECNIA;4
2021;Campus Avançado Cambuci;ZOOTECNIA;5
2021;Campus Avançado Campina Verde;AGRONOMIA;2
2021;Campus Avançado Campina Verde;AGRONOMIA;3
2021;Campus Avançado Campina Verde;AGRONOMIA;4
2021;Campus Avançado Campina Verde;AGRONOMIA;5
2021;Campus Avançado Campina Verde;ARQUITETURA E URBANISMO;3
2021;Campus Avançado Campina Verde;ARQUITETURA E URBANISMO;4
2021;Campus Avançado Campina Verde;ARQUITETURA E URBANISMO;5
2021;Campus Avançado Campina Verde;BIOMEDICINA;3
2021;Campus Avançado Campina Verde;BIOMEDICINA;4
2021;Campus Avançado Campina Verde;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Avançado Campina Verde;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Avançado Campina Verde;ENFERMAGEM;0
2021;Campus Avançado Campina Verde;ENFERMAGEM;3
2021;Campus Avançado Campina Verde;ENFERMAGEM;4
2021;Campus Avançado Campina Verde;ENFERMAGEM;5
2021;Campus Avançado Campina Verde;ENGENHARIA AMBIENTAL;0
2021;Campus Avançado Campina Verde;ENGENHARIA AMBIENTAL;3
2021;Campus Avançado Campina Verde;ENGENHARIA AMBIENTAL;4
2021;Campus Avançado Campina Verde;ENGENHARIA AMBIENTAL;5
2021;Campus Avançado Campina Verde;ENGENHARIA CIVIL;3
2021;Campus Avançado Campina Verde;ENGENHARIA CIVIL;4
2021;Campus Avançado Campina Verde;ENGENHARIA CIVIL;5
2021;Campus Avançado Campina Verde;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Avançado Campina Verde;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Avançado Campina Verde;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Avançado Campina Verde;ENGENHARIA DE ALIMENTOS;3
2021;Campus Avançado Campina Verde;ENGENHARIA DE ALIMENTOS;4
2021;Campus Avançado Campina Verde;ENGENHARIA DE ALIMENTOS;5
2021;Campus Avançado Campina Verde;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Avançado Campina Verde;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Avançado Campina Verde;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Avançado Campina Verde;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Avançado Campina Verde;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Avançado Campina Verde;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Avançado Campina Verde;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Avançado Campina Verde;ENGENHARIA ELÉTRICA;0
2021;Campus Avançado Campina Verde;ENGENHARIA ELÉTRICA;3
2021;Campus Avançado Campina Verde;ENGENHARIA ELÉTRICA;4
2021;Campus Avançado Campina Verde;ENGENHARIA ELÉTRICA;5
2021;Campus Avançado Campina Verde;ENGENHARIA FLORESTAL;2
2021;Campus Avançado Campina Verde;ENGENHARIA FLORESTAL;3
2021;Campus Avançado Campina Verde;ENGENHARIA FLORESTAL;4
2021;Campus Avançado Campina Verde;ENGENHARIA FLORESTAL;5
2021;Campus Avançado Campina Verde;ENGENHARIA MECÂNICA;2
2021;Campus Avançado Campina Verde;ENGENHARIA MECÂNICA;3
2021;Campus Avançado Campina Verde;ENGENHARIA MECÂNICA;4
2021;Campus Avançado Campina Verde;ENGENHARIA MECÂNICA;5
2021;Campus Avançado Campina Verde;ENGENHARIA QUÍMICA;3
2021;Campus Avançado Campina Verde;ENGENHARIA QUÍMICA;4
2021;Campus Avançado Campina Verde;ENGENHARIA QUÍMICA;5
2021;Campus Avançado Campina Verde;FARMÁCIA;3
2021;Campus Avançado Campina Verde;FARMÁCIA;4
2021;Campus Avançado Campina Verde;FISIOTERAPIA;3
2021;Campus Avançado Campina Verde;FISIOTERAPIA;4
2021;Campus Avançado Campina Verde;FISIOTERAPIA;5
2021;Campus Avançado Campina Verde;FONOAUDIOLOGIA;3
2021;Campus Avançado Campina Verde;FONOAUDIOLOGIA;4
2021;Campus Avançado Campina Verde;MEDICINA;2
2021;Campus Avançado Campina Verde;MEDICINA;3
2021;Campus Avançado Campina Verde;MEDICINA;4
2021;Campus Avançado Campina Verde;MEDICINA VETERINÁRIA;2
2021;Campus Avançado Campina Verde;MEDICINA VETERINÁRIA;3
2021;Campus Avançado Campina Verde;MEDICINA VETERINÁRIA;4
2021;Campus Avançado Campina Verde;MEDICINA VETERINÁRIA;5
2021;Campus Avançado Campina Verde;NUTRIÇÃO;3
2021;Campus Avançado Campina Verde;NUTRIÇÃO;4
2021;Campus Avançado Campina Verde;NUTRIÇÃO;5
2021;Campus Avançado Campina Verde;ODONTOLOGIA;3
2021;Campus Avançado Campina Verde;ODONTOLOGIA;4
2021;Campus Avançado Campina Verde;ODONTOLOGIA;5
2021;Campus Avançado Campina Verde;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Avançado Campina Verde;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Avançado Campina Verde;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Avançado Campina Verde;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Avançado Campina Verde;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Avançado Campina Verde;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Avançado Campina Verde;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Avançado Campina Verde;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Avançado Campina Verde;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Avançado Campina Verde;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Avançado Campina Verde;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Avançado Campina Verde;ZOOTECNIA;2
2021;Campus Avançado Campina Verde;ZOOTECNIA;3
2021;Campus Avançado Campina Verde;ZOOTECNIA;4
2021;Campus Avançado Campina Verde;ZOOTECNIA;5
2021;Campus Avançado Carmo de Minas;AGRONOMIA;2
2021;Campus Avançado Carmo de Minas;AGRONOMIA;3
2021;Campus Avançado Carmo de Minas;AGRONOMIA;4
2021;Campus Avançado Carmo de Minas;AGRONOMIA;5
2021;Campus Avançado Carmo de Minas;ARQUITETURA E URBANISMO;3
2021;Campus Avançado Carmo de Minas;ARQUITETURA E URBANISMO;4
2021;Campus Avançado Carmo de Minas;ARQUITETURA E URBANISMO;5
2021;Campus Avançado Carmo de Minas;BIOMEDICINA;3
2021;Campus Avançado Carmo de Minas;BIOMEDICINA;4
2021;Campus Avançado Carmo de Minas;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Avançado Carmo de Minas;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Avançado Carmo de Minas;ENFERMAGEM;0
2021;Campus Avançado Carmo de Minas;ENFERMAGEM;3
2021;Campus Avançado Carmo de Minas;ENFERMAGEM;4
2021;Campus Avançado Carmo de Minas;ENFERMAGEM;5
2021;Campus Avançado Carmo de Minas;ENGENHARIA AMBIENTAL;0
2021;Campus Avançado Carmo de Minas;ENGENHARIA AMBIENTAL;3
2021;Campus Avançado Carmo de Minas;ENGENHARIA AMBIENTAL;4
2021;Campus Avançado Carmo de Minas;ENGENHARIA AMBIENTAL;5
2021;Campus Avançado Carmo de Minas;ENGENHARIA CIVIL;3
2021;Campus Avançado Carmo de Minas;ENGENHARIA CIVIL;4
2021;Campus Avançado Carmo de Minas;ENGENHARIA CIVIL;5
2021;Campus Avançado Carmo de Minas;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Avançado Carmo de Minas;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Avançado Carmo de Minas;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Avançado Carmo de Minas;ENGENHARIA DE ALIMENTOS;3
2021;Campus Avançado Carmo de Minas;ENGENHARIA DE ALIMENTOS;4
2021;Campus Avançado Carmo de Minas;ENGENHARIA DE ALIMENTOS;5
2021;Campus Avançado Carmo de Minas;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Avançado Carmo de Minas;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Avançado Carmo de Minas;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Avançado Carmo de Minas;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Avançado Carmo de Minas;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Avançado Carmo de Minas;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Avançado Carmo de Minas;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Avançado Carmo de Minas;ENGENHARIA ELÉTRICA;0
2021;Campus Avançado Carmo de Minas;ENGENHARIA ELÉTRICA;3
2021;Campus Avançado Carmo de Minas;ENGENHARIA ELÉTRICA;4
2021;Campus Avançado Carmo de Minas;ENGENHARIA ELÉTRICA;5
2021;Campus Avançado Carmo de Minas;ENGENHARIA FLORESTAL;2
2021;Campus Avançado Carmo de Minas;ENGENHARIA FLORESTAL;3
2021;Campus Avançado Carmo de Minas;ENGENHARIA FLORESTAL;4
2021;Campus Avançado Carmo de Minas;ENGENHARIA FLORESTAL;5
2021;Campus Avançado Carmo de Minas;ENGENHARIA MECÂNICA;2
2021;Campus Avançado Carmo de Minas;ENGENHARIA MECÂNICA;3
2021;Campus Avançado Carmo de Minas;ENGENHARIA MECÂNICA;4
2021;Campus Avançado Carmo de Minas;ENGENHARIA MECÂNICA;5
2021;Campus Avançado Carmo de Minas;ENGENHARIA QUÍMICA;3
2021;Campus Avançado Carmo de Minas;ENGENHARIA QUÍMICA;4
2021;Campus Avançado Carmo de Minas;ENGENHARIA QUÍMICA;5
2021;Campus Avançado Carmo de Minas;FARMÁCIA;3
2021;Campus Avançado Carmo de Minas;FARMÁCIA;4
2021;Campus Avançado Carmo de Minas;FISIOTERAPIA;3
2021;Campus Avançado Carmo de Minas;FISIOTERAPIA;4
2021;Campus Avançado Carmo de Minas;FISIOTERAPIA;5
2021;Campus Avançado Carmo de Minas;FONOAUDIOLOGIA;3
2021;Campus Avançado Carmo de Minas;FONOAUDIOLOGIA;4
2021;Campus Avançado Carmo de Minas;MEDICINA;2
2021;Campus Avançado Carmo de Minas;MEDICINA;3
2021;Campus Avançado Carmo de Minas;MEDICINA;4
2021;Campus Avançado Carmo de Minas;MEDICINA VETERINÁRIA;2
2021;Campus Avançado Carmo de Minas;MEDICINA VETERINÁRIA;3
2021;Campus Avançado Carmo de Minas;MEDICINA VETERINÁRIA;4
2021;Campus Avançado Carmo de Minas;MEDICINA VETERINÁRIA;5
2021;Campus Avançado Carmo de Minas;NUTRIÇÃO;3
2021;Campus Avançado Carmo de Minas;NUTRIÇÃO;4
2021;Campus Avançado Carmo de Minas;NUTRIÇÃO;5
2021;Campus Avançado Carmo de Minas;ODONTOLOGIA;3
2021;Campus Avançado Carmo de Minas;ODONTOLOGIA;4
2021;Campus Avançado Carmo de Minas;ODONTOLOGIA;5
2021;Campus Avançado Carmo de Minas;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Avançado Carmo de Minas;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Avançado Carmo de Minas;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Avançado Carmo de Minas;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Avançado Carmo de Minas;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Avançado Carmo de Minas;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Avançado Carmo de Minas;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Avançado Carmo de Minas;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Avançado Carmo de Minas;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Avançado Carmo de Minas;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Avançado Carmo de Minas;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Avançado Carmo de Minas;ZOOTECNIA;2
2021;Campus Avançado Carmo de Minas;ZOOTECNIA;3
2021;Campus Avançado Carmo de Minas;ZOOTECNIA;4
2021;Campus Avançado Carmo de Minas;ZOOTECNIA;5
2021;Campus Avançado Carolina;AGRONOMIA;2
2021;Campus Avançado Carolina;AGRONOMIA;3
2021;Campus Avançado Carolina;AGRONOMIA;4
2021;Campus Avançado Carolina;AGRONOMIA;5
2021;Campus Avançado Carolina;ARQUITETURA E URBANISMO;3
2021;Campus Avançado Carolina;ARQUITETURA E URBANISMO;4
2021;Campus Avançado Carolina;ARQUITETURA E URBANISMO;5
2021;Campus Avançado Carolina;BIOMEDICINA;3
2021;Campus Avançado Carolina;BIOMEDICINA;4
2021;Campus Avançado Carolina;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Avançado Carolina;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Avançado Carolina;ENFERMAGEM;0
2021;Campus Avançado Carolina;ENFERMAGEM;3
2021;Campus Avançado Carolina;ENFERMAGEM;4
2021;Campus Avançado Carolina;ENFERMAGEM;5
2021;Campus Avançado Carolina;ENGENHARIA AMBIENTAL;0
2021;Campus Avançado Carolina;ENGENHARIA AMBIENTAL;3
2021;Campus Avançado Carolina;ENGENHARIA AMBIENTAL;4
2021;Campus Avançado Carolina;ENGENHARIA AMBIENTAL;5
2021;Campus Avançado Carolina;ENGENHARIA CIVIL;3
2021;Campus Avançado Carolina;ENGENHARIA CIVIL;4
2021;Campus Avançado Carolina;ENGENHARIA CIVIL;5
2021;Campus Avançado Carolina;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Avançado Carolina;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Avançado Carolina;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Avançado Carolina;ENGENHARIA DE ALIMENTOS;3
2021;Campus Avançado Carolina;ENGENHARIA DE ALIMENTOS;4
2021;Campus Avançado Carolina;ENGENHARIA DE ALIMENTOS;5
2021;Campus Avançado Carolina;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Avançado Carolina;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Avançado Carolina;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Avançado Carolina;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Avançado Carolina;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Avançado Carolina;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Avançado Carolina;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Avançado Carolina;ENGENHARIA ELÉTRICA;0
2021;Campus Avançado Carolina;ENGENHARIA ELÉTRICA;3
2021;Campus Avançado Carolina;ENGENHARIA ELÉTRICA;4
2021;Campus Avançado Carolina;ENGENHARIA ELÉTRICA;5
2021;Campus Avançado Carolina;ENGENHARIA FLORESTAL;2
2021;Campus Avançado Carolina;ENGENHARIA FLORESTAL;3
2021;Campus Avançado Carolina;ENGENHARIA FLORESTAL;4
2021;Campus Avançado Carolina;ENGENHARIA FLORESTAL;5
2021;Campus Avançado Carolina;ENGENHARIA MECÂNICA;2
2021;Campus Avançado Carolina;ENGENHARIA MECÂNICA;3
2021;Campus Avançado Carolina;ENGENHARIA MECÂNICA;4
2021;Campus Avançado Carolina;ENGENHARIA MECÂNICA;5
2021;Campus Avançado Carolina;ENGENHARIA QUÍMICA;3
2021;Campus Avançado Carolina;ENGENHARIA QUÍMICA;4
2021;Campus Avançado Carolina;ENGENHARIA QUÍMICA;5
2021;Campus Avançado Carolina;FARMÁCIA;3
2021;Campus Avançado Carolina;FARMÁCIA;4
2021;Campus Avançado Carolina;FISIOTERAPIA;3
2021;Campus Avançado Carolina;FISIOTERAPIA;4
2021;Campus Avançado Carolina;FISIOTERAPIA;5
2021;Campus Avançado Carolina;FONOAUDIOLOGIA;3
2021;Campus Avançado Carolina;FONOAUDIOLOGIA;4
2021;Campus Avançado Carolina;MEDICINA;2
2021;Campus Avançado Carolina;MEDICINA;3
2021;Campus Avançado Carolina;MEDICINA;4
2021;Campus Avançado Carolina;MEDICINA VETERINÁRIA;2
2021;Campus Avançado Carolina;MEDICINA VETERINÁRIA;3
2021;Campus Avançado Carolina;MEDICINA VETERINÁRIA;4
2021;Campus Avançado Carolina;MEDICINA VETERINÁRIA;5
2021;Campus Avançado Carolina;NUTRIÇÃO;3
2021;Campus Avançado Carolina;NUTRIÇÃO;4
2021;Campus Avançado Carolina;NUTRIÇÃO;5
2021;Campus Avançado Carolina;ODONTOLOGIA;3
2021;Campus Avançado Carolina;ODONTOLOGIA;4
2021;Campus Avançado Carolina;ODONTOLOGIA;5
2021;Campus Avançado Carolina;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Avançado Carolina;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Avançado Carolina;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Avançado Carolina;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Avançado Carolina;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Avançado Carolina;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Avançado Carolina;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Avançado Carolina;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Avançado Carolina;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Avançado Carolina;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Avançado Carolina;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Avançado Carolina;ZOOTECNIA;2
2021;Campus Avançado Carolina;ZOOTECNIA;3
2021;Campus Avançado Carolina;ZOOTECNIA;4
2021;Campus Avançado Carolina;ZOOTECNIA;5
2021;Campus Avançado Cataguases;AGRONOMIA;2
2021;Campus Avançado Cataguases;AGRONOMIA;3
2021;Campus Avançado Cataguases;AGRONOMIA;4
2021;Campus Avançado Cataguases;AGRONOMIA;5
2021;Campus Avançado Cataguases;ARQUITETURA E URBANISMO;3
2021;Campus Avançado Cataguases;ARQUITETURA E URBANISMO;4
2021;Campus Avançado Cataguases;ARQUITETURA E URBANISMO;5
2021;Campus Avançado Cataguases;BIOMEDICINA;3
2021;Campus Avançado Cataguases;BIOMEDICINA;4
2021;Campus Avançado Cataguases;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Avançado Cataguases;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Avançado Cataguases;ENFERMAGEM;0
2021;Campus Avançado Cataguases;ENFERMAGEM;3
2021;Campus Avançado Cataguases;ENFERMAGEM;4
2021;Campus Avançado Cataguases;ENFERMAGEM;5
2021;Campus Avançado Cataguases;ENGENHARIA AMBIENTAL;0
2021;Campus Avançado Cataguases;ENGENHARIA AMBIENTAL;3
2021;Campus Avançado Cataguases;ENGENHARIA AMBIENTAL;4
2021;Campus Avançado Cataguases;ENGENHARIA AMBIENTAL;5
2021;Campus Avançado Cataguases;ENGENHARIA CIVIL;3
2021;Campus Avançado Cataguases;ENGENHARIA CIVIL;4
2021;Campus Avançado Cataguases;ENGENHARIA CIVIL;5
2021;Campus Avançado Cataguases;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Avançado Cataguases;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Avançado Cataguases;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Avançado Cataguases;ENGENHARIA DE ALIMENTOS;3
2021;Campus Avançado Cataguases;ENGENHARIA DE ALIMENTOS;4
2021;Campus Avançado Cataguases;ENGENHARIA DE ALIMENTOS;5
2021;Campus Avançado Cataguases;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0
2021;Campus Avançado Cataguases;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;3
2021;Campus Avançado Cataguases;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;4
2021;Campus Avançado Cataguases;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;5
2021;Campus Avançado Cataguases;ENGENHARIA DE PRODUÇÃO;3
2021;Campus Avançado Cataguases;ENGENHARIA DE PRODUÇÃO;4
2021;Campus Avançado Cataguases;ENGENHARIA DE PRODUÇÃO;5
2021;Campus Avançado Cataguases;ENGENHARIA ELÉTRICA;0
2021;Campus Avançado Cataguases;ENGENHARIA ELÉTRICA;3
2021;Campus Avançado Cataguases;ENGENHARIA ELÉTRICA;4
2021;Campus Avançado Cataguases;ENGENHARIA ELÉTRICA;5
2021;Campus Avançado Cataguases;ENGENHARIA FLORESTAL;2
2021;Campus Avançado Cataguases;ENGENHARIA FLORESTAL;3
2021;Campus Avançado Cataguases;ENGENHARIA FLORESTAL;4
2021;Campus Avançado Cataguases;ENGENHARIA FLORESTAL;5
2021;Campus Avançado Cataguases;ENGENHARIA MECÂNICA;2
2021;Campus Avançado Cataguases;ENGENHARIA MECÂNICA;3
2021;Campus Avançado Cataguases;ENGENHARIA MECÂNICA;4
2021;Campus Avançado Cataguases;ENGENHARIA MECÂNICA;5
2021;Campus Avançado Cataguases;ENGENHARIA QUÍMICA;3
2021;Campus Avançado Cataguases;ENGENHARIA QUÍMICA;4
2021;Campus Avançado Cataguases;ENGENHARIA QUÍMICA;5
2021;Campus Avançado Cataguases;FARMÁCIA;3
2021;Campus Avançado Cataguases;FARMÁCIA;4
2021;Campus Avançado Cataguases;FISIOTERAPIA;3
2021;Campus Avançado Cataguases;FISIOTERAPIA;4
2021;Campus Avançado Cataguases;FISIOTERAPIA;5
2021;Campus Avançado Cataguases;FONOAUDIOLOGIA;3
2021;Campus Avançado Cataguases;FONOAUDIOLOGIA;4
2021;Campus Avançado Cataguases;MEDICINA;2
2021;Campus Avançado Cataguases;MEDICINA;3
2021;Campus Avançado Cataguases;MEDICINA;4
2021;Campus Avançado Cataguases;MEDICINA VETERINÁRIA;2
2021;Campus Avançado Cataguases;MEDICINA VETERINÁRIA;3
2021;Campus Avançado Cataguases;MEDICINA VETERINÁRIA;4
2021;Campus Avançado Cataguases;MEDICINA VETERINÁRIA;5
2021;Campus Avançado Cataguases;NUTRIÇÃO;3
2021;Campus Avançado Cataguases;NUTRIÇÃO;4
2021;Campus Avançado Cataguases;NUTRIÇÃO;5
2021;Campus Avançado Cataguases;ODONTOLOGIA;3
2021;Campus Avançado Cataguases;ODONTOLOGIA;4
2021;Campus Avançado Cataguases;ODONTOLOGIA;5
2021;Campus Avançado Cataguases;TECNOLOGIA EM AGRONEGÓCIOS;3
2021;Campus Avançado Cataguases;TECNOLOGIA EM AGRONEGÓCIOS;4
2021;Campus Avançado Cataguases;TECNOLOGIA EM GESTÃO AMBIENTAL;0
2021;Campus Avançado Cataguases;TECNOLOGIA EM GESTÃO AMBIENTAL;3
2021;Campus Avançado Cataguases;TECNOLOGIA EM GESTÃO AMBIENTAL;4
2021;Campus Avançado Cataguases;TECNOLOGIA EM GESTÃO AMBIENTAL;5
2021;Campus Avançado Cataguases;TECNOLOGIA EM GESTÃO HOSPITALAR;3
2021;Campus Avançado Cataguases;TECNOLOGIA EM GESTÃO HOSPITALAR;4
2021;Campus Avançado Cataguases;TECNOLOGIA EM RADIOLOGIA;3
2021;Campus Avançado Cataguases;TECNOLOGIA EM RADIOLOGIA;4
2021;Campus Avançado Cataguases;TECNOLOGIA EM SEGURANÇA NO TRABALHO;4
2021;Campus Avançado Cataguases;ZOOTECNIA;2
2021;Campus Avançado Cataguases;ZOOTECNIA;3
2021;Campus Avançado Cataguases;ZOOTECNIA;4
2021;Campus Avançado Cataguases;ZOOTECNIA;5
2021;Campus Avançado Catalão;AGRONOMIA;2
2021;Campus Avançado Catalão;AGRONOMIA;3
2021;Campus Avançado Catalão;AGRONOMIA;4
2021;Campus Avançado Catalão;AGRONOMIA;5
2021;Campus Avançado Catalão;ARQUITETURA E URBANISMO;3
2021;Campus Avançado Catalão;ARQUITETURA E URBANISMO;4
2021;Campus Avançado Catalão;ARQUITETURA E URBANISMO;5
2021;Campus Avançado Catalão;BIOMEDICINA;3
2021;Campus Avançado Catalão;BIOMEDICINA;4
2021;Campus Avançado Catalão;EDUCAÇÃO FÍSICA (BACHARELADO);3
2021;Campus Avançado Catalão;EDUCAÇÃO FÍSICA (BACHARELADO);4
2021;Campus Avançado Catalão;ENFERMAGEM;0
2021;Campus Avançado Catalão;ENFERMAGEM;3
2021;Campus Avançado Catalão;ENFERMAGEM;4
2021;Campus Avançado Catalão;ENFERMAGEM;5
2021;Campus Avançado Catalão;ENGENHARIA AMBIENTAL;0
2021;Campus Avançado Catalão;ENGENHARIA AMBIENTAL;3
2021;Campus Avançado Catalão;ENGENHARIA AMBIENTAL;4
2021;Campus Avançado Catalão;ENGENHARIA AMBIENTAL;5
2021;Campus Avançado Catalão;ENGENHARIA CIVIL;3
2021;Campus Avançado Catalão;ENGENHARIA CIVIL;4
2021;Campus Avançado Catalão;ENGENHARIA CIVIL;5
2021;Campus Avançado Catalão;ENGENHARIA DA COMPUTAÇÃO;3
2021;Campus Avançado Catalão;ENGENHARIA DA COMPUTAÇÃO;4
2021;Campus Avançado Catalão;ENGENHARIA DA COMPUTAÇÃO;5
2021;Campus Avançado Catalão;ENGENHARIA DE ALIMENTOS;3
2021;Campus Avançado Catalão;ENGENHARIA DE ALIMENTOS;4
