Ano;Região;UF;Estado;Organização Acadêmica;Instituicao;Instituição (Nome);nomeUnidadeRecente;tipoReservaVaga;Nível Curso;Vagas Regulares;Vagas Regulares %
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Avançado Soledade;Cota;Técnico;32;53,33
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Cabedelo;Ampla Concorrência;Graduação;140;58,33
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Cabedelo;Ampla Concorrência;Técnico;160;50
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Cabedelo;Cota;Graduação;100;41,67
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Cabedelo;Cota;Técnico;160;50
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Cajazeiras;Ampla Concorrência;Graduação;225;50
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Cajazeiras;Ampla Concorrência;Técnico;218;54,77
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Cajazeiras;Cota;Graduação;225;50
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Cajazeiras;Cota;Técnico;180;45,23
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Campina Grande;Ampla Concorrência;Graduação;353;48,62
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Campina Grande;Ampla Concorrência;Técnico;391;50,91
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Campina Grande;Cota;Graduação;373;51,38
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Campina Grande;Cota;Técnico;377;49,09
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Catolé do Rocha;Ampla Concorrência;Técnico;70;50
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Catolé do Rocha;Cota;Técnico;70;50
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Esperança;Ampla Concorrência;Técnico;76;47,5
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Esperança;Cota;Técnico;84;52,5
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Guarabira;Ampla Concorrência;Graduação;187;63,18
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Guarabira;Ampla Concorrência;Técnico;53;60,23
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Guarabira;Cota;Graduação;109;36,82
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Guarabira;Cota;Técnico;35;39,77
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Itabaiana;Ampla Concorrência;Técnico;80;46,78
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Itabaiana;Cota;Técnico;91;53,22
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Itaporanga;Ampla Concorrência;Técnico;63;54,31
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Itaporanga;Cota;Técnico;53;45,69
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus João Pessoa;Ampla Concorrência;Graduação;831;48,01
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus João Pessoa;Ampla Concorrência;Técnico;599;49,96
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus João Pessoa;Cota;Graduação;900;51,99
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus João Pessoa;Cota;Técnico;600;50,04
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Monteiro;Ampla Concorrência;Graduação;120;50
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Monteiro;Ampla Concorrência;Técnico;99;55
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Monteiro;Cota;Graduação;120;50
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Monteiro;Cota;Técnico;81;45
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Patos;Ampla Concorrência;Graduação;141;51,09
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Patos;Ampla Concorrência;Técnico;267;50,95
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Patos;Cota;Graduação;135;48,91
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Patos;Cota;Técnico;257;49,05
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Picuí;Ampla Concorrência;Graduação;110;48,89
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Picuí;Ampla Concorrência;Técnico;114;48,72
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Picuí;Cota;Graduação;115;51,11
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Picuí;Cota;Técnico;120;51,28
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Princesa Isabel;Ampla Concorrência;Graduação;114;47,5
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Princesa Isabel;Ampla Concorrência;Técnico;80;47,06
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Princesa Isabel;Cota;Graduação;126;52,5
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Princesa Isabel;Cota;Técnico;90;52,94
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Santa Luzia;Ampla Concorrência;Técnico;83;50,61
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Santa Luzia;Cota;Técnico;81;49,39
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Santa Rita;Ampla Concorrência;Técnico;47;55,95
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Santa Rita;Cota;Técnico;37;44,05
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Sousa;Ampla Concorrência;Graduação;203;56,23
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Sousa;Ampla Concorrência;Técnico;234;61,26
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Sousa;Cota;Graduação;158;43,77
2021;Nordeste;PB;Paraiba;Institutos Federais, Cefet's e Colégio Pedro II;IFPB;Instituto Federal da Paraíba;Campus Sousa;Cota;Técnico;148;38,74
2021;Nordeste;PB;Paraíba;Universidades Federais;UFCG - ETSC;Escola Técnica de Saúde de Cajazeiras da UFCG;Escola Técnica de Saúde de Cajazeiras da UFCG;Ampla Concorrência;Técnico;67;44,08
2021;Nordeste;PB;Paraíba;Universidades Federais;UFCG - ETSC;Escola Técnica de Saúde de Cajazeiras da UFCG;Escola Técnica de Saúde de Cajazeiras da UFCG;Cota;Técnico;85;55,92
2021;Nordeste;PB;Paraíba;Universidades Federais;UFPB - CAVN;Colégio Agrícola Vidal de Negreiros da UFPB;Colégio Agrícola Vidal de Negreiros da UFPB;Ampla Concorrência;Técnico;199;48,66
2021;Nordeste;PB;Paraíba;Universidades Federais;UFPB - CAVN;Colégio Agrícola Vidal de Negreiros da UFPB;Colégio Agrícola Vidal de Negreiros da UFPB;Cota;Técnico;210;51,34
2021;Nordeste;PB;Paraíba;Universidades Federais;UFPB - ETS;Escola Técnica de Saúde da UFPB;Escola Técnica de Saúde da UFPB;Ampla Concorrência;Técnico;171;50,44
2021;Nordeste;PB;Paraíba;Universidades Federais;UFPB - ETS;Escola Técnica de Saúde da UFPB;Escola Técnica de Saúde da UFPB;Cota;Técnico;168;49,56
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Floresta;Ampla Concorrência;Graduação;41;48,24
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Floresta;Ampla Concorrência;Técnico;100;48,78
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Floresta;Cota;Graduação;44;51,76
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Floresta;Cota;Técnico;105;51,22
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Ouricuri;Ampla Concorrência;Graduação;16;47,06
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Ouricuri;Ampla Concorrência;Técnico;120;50
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Ouricuri;Cota;Graduação;18;52,94
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Ouricuri;Cota;Técnico;120;50
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Petrolina;Ampla Concorrência;Graduação;137;50
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Petrolina;Ampla Concorrência;Técnico;187;48,57
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Petrolina;Cota;Graduação;137;50
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Petrolina;Cota;Técnico;198;51,43
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Petrolina Zona Rural;Ampla Concorrência;Graduação;56;48,28
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Petrolina Zona Rural;Ampla Concorrência;Técnico;177;50,72
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Petrolina Zona Rural;Cota;Graduação;60;51,72
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Petrolina Zona Rural;Cota;Técnico;172;49,28
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Salgueiro;Ampla Concorrência;Graduação;90;50
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Salgueiro;Ampla Concorrência;Técnico;100;48,78
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Salgueiro;Cota;Graduação;90;50
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Salgueiro;Cota;Técnico;105;51,22
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Santa Maria da Boa Vista;Ampla Concorrência;Graduação;20;50
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Santa Maria da Boa Vista;Ampla Concorrência;Técnico;88;53,33
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Santa Maria da Boa Vista;Cota;Graduação;20;50
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Santa Maria da Boa Vista;Cota;Técnico;77;46,67
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Serra Talhada;Ampla Concorrência;Graduação;48;47,06
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Serra Talhada;Ampla Concorrência;Técnico;119;48,57
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Serra Talhada;Cota;Graduação;54;52,94
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Campus Serra Talhada;Cota;Técnico;126;51,43
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Abreu e Lima;Ampla Concorrência;Técnico;176;88
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Abreu e Lima;Cota;Técnico;24;12
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Afogados da Ingazeira;Ampla Concorrência;Graduação;40;50
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Afogados da Ingazeira;Ampla Concorrência;Técnico;160;50
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Afogados da Ingazeira;Cota;Graduação;40;50
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Afogados da Ingazeira;Cota;Técnico;160;50
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Barreiros;Ampla Concorrência;Graduação;20;25
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Barreiros;Ampla Concorrência;Técnico;96;30,09
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Barreiros;Cota;Graduação;60;75
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Barreiros;Cota;Técnico;223;69,91
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Belo Jardim;Ampla Concorrência;Graduação;23;38,33
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Belo Jardim;Ampla Concorrência;Técnico;151;39,22
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Belo Jardim;Cota;Graduação;37;61,67
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Belo Jardim;Cota;Técnico;234;60,78
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Cabo de Santo Agostinho;Ampla Concorrência;Graduação;76;40
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Cabo de Santo Agostinho;Ampla Concorrência;Técnico;108;39,13
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Cabo de Santo Agostinho;Cota;Graduação;114;60
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Cabo de Santo Agostinho;Cota;Técnico;168;60,87
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Caruaru;Ampla Concorrência;Graduação;16;40
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Caruaru;Ampla Concorrência;Técnico;144;40
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Caruaru;Cota;Graduação;24;60
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Caruaru;Cota;Técnico;216;60
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Garanhuns;Ampla Concorrência;Graduação;42;38,18
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Garanhuns;Ampla Concorrência;Técnico;126;38,89
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Garanhuns;Cota;Graduação;68;61,82
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Garanhuns;Cota;Técnico;198;61,11
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Igarassu;Ampla Concorrência;Graduação;81;34,91
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Igarassu;Ampla Concorrência;Técnico;88;39,29
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Igarassu;Cota;Graduação;151;65,09
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Igarassu;Cota;Técnico;136;60,71
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Ipojuca;Ampla Concorrência;Graduação;28;38,89
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Ipojuca;Ampla Concorrência;Técnico;168;38,89
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Ipojuca;Cota;Graduação;44;61,11
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Ipojuca;Cota;Técnico;264;61,11
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Jaboatão dos Guararapes;Ampla Concorrência;Graduação;38;35,19
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Jaboatão dos Guararapes;Ampla Concorrência;Técnico;140;38,89
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Jaboatão dos Guararapes;Cota;Graduação;70;64,81
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Jaboatão dos Guararapes;Cota;Técnico;220;61,11
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Olinda;Ampla Concorrência;Técnico;56;19,44
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Olinda;Cota;Técnico;232;80,56
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Palmares;Ampla Concorrência;Técnico;84;38,89
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Palmares;Cota;Técnico;132;61,11
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Paulista;Ampla Concorrência;Graduação;64;40
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Paulista;Ampla Concorrência;Técnico;96;40
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Paulista;Cota;Graduação;96;60
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Paulista;Cota;Técnico;144;60
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Pesqueira;Ampla Concorrência;Graduação;58;36,25
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Pesqueira;Ampla Concorrência;Técnico;84;38,89
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Pesqueira;Cota;Graduação;102;63,75
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Pesqueira;Cota;Técnico;132;61,11
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Recife;Ampla Concorrência;Graduação;328;40,1
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Recife;Ampla Concorrência;Técnico;757;41,03
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Recife;Cota;Graduação;490;59,9
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Recife;Cota;Técnico;1088;58,97
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Vitória de Santo Antão;Ampla Concorrência;Graduação;32;40
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Vitória de Santo Antão;Ampla Concorrência;Técnico;192;39,83
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Vitória de Santo Antão;Cota;Graduação;48;60
2021;Nordeste;PE;Pernambuco;Institutos Federais, Cefet's e Colégio Pedro II;IFPE;Instituto Federal de Pernambuco;Campus Vitória de Santo Antão;Cota;Técnico;290;60,17
2021;Nordeste;PE;Pernambuco;Universidades Federais;UFRPE - CODAI;Colégio Agrícola Dom Agostinho Ikas da UFRPE;Colégio Agrícola Dom Agostinho Ikas da UFRPE;Ampla Concorrência;Técnico;231;44,85
2021;Nordeste;PE;Pernambuco;Universidades Federais;UFRPE - CODAI;Colégio Agrícola Dom Agostinho Ikas da UFRPE;Colégio Agrícola Dom Agostinho Ikas da UFRPE;Cota;Técnico;284;55,15
2021;Nordeste;PI;Piauí;Institutos Federais, Cefet's e Colégio Pedro II;IFPI;Instituto Federal do Piauí;Campus Angical do Piauí;Ampla Concorrência;Graduação;60;50
2021;Nordeste;PI;Piauí;Institutos Federais, Cefet's e Colégio Pedro II;IFPI;Instituto Federal do Piauí;Campus Angical do Piauí;Ampla Concorrência;Técnico;100;50
